,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-10-01,84.32353499066545,83.2515465147928,89.12926455692998,84.02685987236264,84.45146945988706,86.33769978837228,86.00051151898492,84.00785133105055,81.92063537135388,86.22579080525722,86.34079659974918
2018-10-02,84.24598437181776,83.06081779604732,89.05236635409419,83.85167703793601,84.34593540153685,86.26716790591377,85.91187724913578,83.91026755585061,81.78016226405413,86.05511587877436,86.40467597044864
2018-10-03,84.4523563148942,82.25307089553988,88.35010808274563,83.80469641642951,84.21267787415266,86.32446814162967,85.96318002220855,84.081271369594,81.34437304562309,85.71597534696325,85.79591100987815
2018-10-04,84.65510300400382,82.13755415548026,87.98477669184601,83.7152146237943,83.89272420393766,86.06544053620424,85.89294103372234,84.27469203264636,81.06849876399143,85.1760783808503,85.04783495677944
2018-10-05,84.51123181866635,82.04004575056885,86.1969142167425,81.98743945325589,83.37375816095897,86.05635428739701,85.70401458367603,84.19920852617759,80.71795833564693,83.98744100672879,85.05613955617154
2018-10-08,84.49765801452094,82.09991036885437,86.8471131178027,82.48895661338483,83.61315461646062,86.12165928449282,85.75453189356931,84.19751943838452,80.46972992489053,84.20217847752762,85.24583615483891
2018-10-09,84.14634703567182,82.08313984548548,86.36124881938643,82.31379516920181,83.33025635549369,86.10864332157136,85.66353593722648,83.96428975342423,81.21131134330622,83.8138799355575,84.25689000229916
2018-10-10,85.45960062682431,83.18107451680885,88.3436940122531,82.99198102488813,84.75896016097545,86.59959143600649,86.12117950396342,85.13801799868004,81.74706459388345,85.81636333692171,86.96181877630771
2018-10-11,85.66530276728332,84.02545877211271,89.57459960099911,83.37849996125885,85.09171104358705,87.28876949120854,86.28876907905786,85.60462626101081,82.65075656298144,87.16339440553213,87.76745547237047
2018-10-12,84.28125877836968,83.22188743350428,88.2819895332477,82.13850383319888,85.16325819409514,86.61266857386485,86.01613649662984,84.69730868432184,81.91679787301332,86.2308386056017,82.78255377800178
2018-10-15,83.75880955969222,82.77500201920758,87.6116845459436,81.51660835445708,84.9231192617544,86.2675596707966,85.68203763679666,84.31437621244916,81.24016251054235,85.84236251242068,80.89375434886023
2018-10-16,84.09491400341298,83.03688402908995,87.76697389745972,81.9023295831302,85.26778231905536,86.37764395016828,85.92024381625637,84.59837345522955,82.02974722754146,86.03743917023388,81.85729736391062
2018-10-17,83.59538651335444,83.03594224207434,87.5751224799291,81.5504324866652,85.3493226835267,86.46378404541883,85.82638187874862,84.38102230069583,81.48937146323802,85.77297020145568,80.59076551346426
2018-10-18,84.0822409929826,83.2685980783751,87.96027190473131,81.81852987344693,85.38589441752116,86.54077746299674,85.89459905217872,84.65303034914098,81.94705009431907,86.09698158651382,80.88952666734941
2018-10-19,84.10816925928452,83.31041572010085,87.96187237881924,81.79046273267637,85.32532720014383,86.5772824916768,85.84803940871576,84.70270098684045,81.9572499240632,85.86398860826887,81.64230986520808
2018-10-22,83.95057723109741,83.18061206673102,87.97443466750921,81.77143001792314,85.47051988252186,86.59235987133623,85.6670457876876,84.62276000470672,82.09837326136491,85.8104868103623,80.60960524013574
2018-10-23,84.79358804197905,84.01765880431921,88.44701249456776,82.41821221117087,85.441492150382,86.84278096228496,86.10957143784815,85.27616443960999,82.54778856766455,86.31234658628057,82.08550873731124
2018-10-24,85.44088771934547,84.45320289516776,89.12506131817533,83.35423291710877,86.20226385418138,87.19878055547929,86.56684017880946,85.65306470645567,83.20661645161293,87.26589199186581,84.08091214429902
2018-10-25,84.8975852902809,84.47019953380575,88.21199601230096,82.08088892204624,84.75152805162648,87.48982582535324,85.91301431264696,85.43854292130905,82.50034295459712,85.72556982349471,81.02758488076135
2018-10-26,85.38028434285408,84.71237863710519,88.66085738833861,83.03573568518739,85.3214753632797,87.4144286460241,86.35259151985284,85.74595922332081,83.24829256561769,86.48679828838156,82.88492005303542
2018-10-29,85.33383292643776,84.66402268305033,88.53918024181739,83.05713237837877,85.26274404281526,87.27323132491837,86.45279097139263,85.690529714577,83.15705988351037,85.95481551348541,82.4375376394152
2018-10-30,85.30990926866502,84.43995399509927,87.8479027514861,82.9376849277565,84.54416730480027,86.94870971087859,86.35117897362731,85.5081833725263,83.29171398114157,85.38275022063121,80.88760834771068
