,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-10-01,32.31247149114684,31.222254107987673,52.65956532588485,55.82401043326249,43.92266775648913,33.52178095381224,36.156162020767724,31.410460677175518,31.658252620706044,52.30222841236416,50.43556768675545
2018-10-02,32.818557908946325,31.89885741729743,52.7820840154776,56.104377016106746,44.14575458498504,33.670230412742335,36.34873954426219,31.782949215836187,31.833427879074733,52.95583847614629,51.32575415268483
2018-10-03,32.90281368240261,31.993198642878635,51.62239840819406,56.21475422900103,43.783694686515766,33.793508852236684,36.52149371649972,31.85749235742842,32.01503875039491,52.32163574703738,50.72270128105975
2018-10-04,32.662158560136845,31.703517345367477,51.843027466859624,55.88979219137862,47.272618245463846,33.13025237838687,36.63059884414916,31.523717024749722,31.977366211143497,51.852471262610486,51.36545772369763
2018-10-05,32.77675873154996,31.601011374961548,52.112742276100896,56.10505556530081,46.7352816487788,33.22628503009864,36.32458110675748,31.394363693120898,31.895124161975307,52.30509938484812,50.56120709403986
2018-10-08,32.88056405748978,31.843864615044232,52.51528764087586,56.138504645977385,48.12859653990292,33.4163726090994,36.43427650104127,31.952177955462208,32.1243671287415,51.529537110394216,49.92879658550248
2018-10-09,33.46662432669573,32.17387171793195,52.21036400402994,60.83274723276932,48.27665043917587,33.9435683192505,36.9360123285897,32.680245469590915,34.664427374618576,51.48250109031534,49.99163515488677
2018-10-10,28.628543213435215,26.82809295929291,47.322370115336305,49.619704062039574,39.76011287551569,27.227921968702468,29.313878308421266,27.00424825594596,29.411456054149916,44.91875575900311,53.704332967061106
2018-10-11,27.19198724387592,25.084006294746754,38.32156603202553,41.46808200016767,34.546882987004956,23.916184510568073,25.901810566470374,26.153323681143902,30.050247732056818,36.98630185057323,54.218040328405046
2018-10-12,27.27823825575238,24.548440216133915,38.35473789566249,41.801885497108934,34.614282678799555,23.81254042348741,25.820907130139055,25.4171399157232,30.054381166573368,36.89619453404495,54.55676756991118
2018-10-15,27.411730381208383,24.60747343737412,38.59230199491893,41.95026647830547,35.01822013508779,24.136903615985002,25.924060701859347,25.523502015043224,30.110057147884678,37.29226289100389,54.64028350740438
2018-10-16,26.04696453471171,23.55971357089314,36.729537111628886,41.307814430651256,32.921681822737945,22.800570921880006,24.634902491449235,24.393032402835992,28.478618048836353,35.085265671546914,54.20001397031822
2018-10-17,26.95738639805126,23.640679746333575,36.84309119304915,42.304522500237,32.9605405489705,22.988316514196853,25.33513658053999,24.50646127791107,28.694009344002623,35.24826978111321,54.0624654805972
2018-10-18,26.27326021149453,23.10442100602876,36.63333022226506,42.273336240681154,31.440103210811444,22.477581027481293,24.76178539055733,24.016136933771275,28.243050951104227,34.89201175333366,54.095595462527314
2018-10-19,26.44941446282792,23.567636302941263,39.74601296942323,42.18597916474635,32.41304156013325,23.021521196175932,25.072315293465024,24.15864235282235,28.543887840580467,35.66152344514878,53.45871272109428
2018-10-22,26.7313504832322,24.39608214087929,39.13688367293071,42.20712526654303,34.02770544410843,23.22827209323047,25.3228257317474,24.881938676477105,28.719075465469178,35.53714628115303,53.02314797882444
2018-10-23,26.561916855187512,24.30857133230132,40.14434831180863,41.087562350224985,33.72336833036012,23.234131812778834,25.28748463406081,24.74330094619767,28.684895168269342,37.311283336736615,53.276864339335496
2018-10-24,24.159049236754846,22.340303045806973,41.99745353478463,34.528916867096385,30.33783565600491,21.61625614704327,23.381190736851963,22.80000977507478,26.230275490058215,42.721298920394936,52.60145340190866
2018-10-25,22.6003647429316,21.065032246043163,42.5503199396532,33.62669625821878,29.85730000848549,21.193288331545407,23.120212085036396,21.744421717532067,25.4271464178985,42.80895753276195,54.82142692227654
2018-10-26,22.22719046840522,21.037190880380376,40.17975602872395,33.80161971998354,29.644054195945614,20.868870194666815,23.13299598836069,21.56994659207756,25.793218477940975,39.495961301800975,55.032761639739206
2018-10-29,22.566673492270255,21.252857382769434,40.83326877097477,33.446236911510425,30.918831219903332,21.525174649425093,23.42766656437771,21.95744561986755,26.104552266361292,40.80936272300769,54.20508167712558
2018-10-30,22.04350883967731,20.87377792344636,39.3218242611362,32.26539364032276,30.01379786755726,21.32819870223858,22.78292748961961,21.82270818554681,25.23931754314414,39.576529053565665,55.00398219985257
2018-10-31,22.199405862250668,21.079370172682722,39.95821083716422,32.39229412390626,29.462050718479205,21.83460487032848,22.925506157585392,21.96314745127718,25.447614277034464,40.276391769939686,53.72547168657085
2018-11-01,22.26531694717365,21.071201239635915,39.6632550480252,32.306258874827996,29.47434022746035,21.62701418914244,22.696175061451985,21.907395737406965,25.2483137036241,40.16625083510038,53.89301314535877
2018-11-02,22.204788134079013,21.27975149259641,39.1778096024068,32.288025024453475,29.468744044555084,21.627568123168363,22.647794592084825,21.970827704086105,25.226943148672632,39.61541722213249,53.96129860677487
2018-11-05,22.497013101048037,21.439448026578834,38.51130645477719,32.47090469938893,29.808122200245535,21.630639232244334,22.67311196050566,22.067443293525162,25.29922381374553,38.99284866066301,53.571145919530075
2018-11-06,22.462769280914713,21.40473996411218,38.32964245568713,32.61864372680844,29.699218738024697,21.549762688942256,22.537041985116762,22.040192883284597,25.13411641316628,38.78275914673663,53.536091600424975
2018-11-07,22.314777752999884,21.1116035777701,38.0478892325214,31.972140507355395,29.485184090478505,21.185480162673695,22.27284874872636,21.730423008109064,24.66686935495459,37.806757511778315,53.94193116091542
2018-11-08,22.386250057364943,21.30757784390745,38.001429509534304,33.489040816821465,29.56563773181785,21.28696771140468,22.471382573951903,22.089004980894725,24.769994724245414,38.05777483935634,53.936681043434035
