month,sector,FROM,TO,NET,OWN,hhi,top3,top1,n_firms,sector_share,hhi_lag,top3_lag,sector_share_lag,log_share_lag,hhi_lag_pp,top3_lag_pp,logvol
2018-11,Communication Services,77.56473643264964,81.06021116234618,3.495474729696547,22.43526356735037,0.1833486523722629,0.6186255930312976,0.3407752814974364,12.0,0.0976008478774695,0.1816896661594378,0.6191735269714196,0.0994965835033388,-2.3076319720569676,18.16896661594378,61.91735269714196,2.772571376243208
2018-11,Consumer Discretionary,78.96839500219946,91.45563038390243,12.487235381702963,21.031604997800535,0.1329123895729972,0.477621538189291,0.3358106551037719,57.0,0.1064325703346942,0.1265588077424929,0.4662712886594781,0.1057590697619491,-2.2465916986630083,12.65588077424929,46.62712886594781,2.7486969386767885
2018-11,Consumer Staples,62.3088618464145,57.53154958760876,-4.777312258805738,37.6911381535855,0.0761435634947637,0.3860290128683443,0.1500045694134501,30.0,0.0824526123601838,0.0761294018779463,0.381903522266575,0.0829021025642888,-2.490094854505231,7.61294018779463,38.190352226657495,2.3830519251155398
2018-11,Energy,67.56245580310319,49.186507264157974,-18.37594853894522,32.4375441968968,0.1476813171393768,0.562755776334559,0.2959433971768945,19.0,0.0491866391358904,0.1396239561303834,0.5428441117788512,0.0512385322952494,-2.971263446094339,13.962395613038339,54.28441117788512,2.9416800722287144
2018-11,Financials,71.4007243265186,60.490894359428225,-10.909829967090369,28.5992756734814,0.0621151516901758,0.3598591517637499,0.1630529049713431,62.0,0.1424876101305004,0.0607850771048158,0.3545155086583113,0.141466215004917,-1.9556943536234537,6.07850771048158,35.45155086583113,2.7287256171416523
2018-11,Health Care,78.7708374977134,95.3071609324299,16.53632343471649,21.229162502286595,0.0461436154077097,0.2792286654903131,0.1180515784188647,52.0,0.1443320624812305,0.0461875655060305,0.2812219124972613,0.1372401826368456,-1.9860227302084135,4.618756550603051,28.122191249726132,2.624889733497967
2018-11,Industrials,77.80272074910869,88.89580869006234,11.093087940953657,22.19727925089132,0.0314428689506576,0.1910916252900407,0.0866710704987685,66.0,0.0982590488732889,0.0324992657928435,0.1960878096030172,0.0968057592426861,-2.3350487901607,3.2499265792843497,19.60878096030172,2.7056937602682734
2018-11,Information Technology,78.4249426872934,86.41602182541149,7.991079138118109,21.57505731270662,0.0868325036238259,0.4378840220992711,0.1853134872337755,55.0,0.1986506904268977,0.0968116701992257,0.4617808949716598,0.2065176159697754,-1.5773695628598283,9.681167019922569,46.17808949716598,2.8959693145469516
2018-11,Materials,75.6493184070082,80.5507422997137,4.901423892705514,24.350681592991812,0.0787844982648966,0.3683010970774946,0.1874008478586652,21.0,0.0205260813568966,0.0801251895141341,0.3699346870607771,0.0202096364389934,-3.901595736892521,8.01251895141341,36.99346870607771,2.7229807038947254
2018-11,Real Estate,60.975409924662806,53.70493483462912,-7.2704750900336865,39.02459007533719,0.05191969112451,0.2761295004537776,0.1073778388354286,30.0,0.0291820808750319,0.0522846344974755,0.2794072160849636,0.0282596733541258,-3.5663194603868313,5.22846344974755,27.94072160849636,2.4372567524071678
2018-11,Utilities,45.89583363339756,30.7247749703793,-15.17105866301826,54.10416636660244,0.0540741415990536,0.2783164348838529,0.1215904872091103,27.0,0.0308897561479156,0.0535749470695455,0.2754057870490333,0.0301046292278302,-3.503076324108012,5.35749470695455,27.54057870490333,2.5388981562810153
2018-12,Communication Services,79.32118569609688,80.81419165839525,1.4930059622983638,20.67881430390312,0.1868842516330702,0.6261538599865498,0.3461961867650955,12.0,0.099002871127866,0.1833486523722629,0.6186255930312976,0.0976008478774695,-2.3268690983316698,18.33486523722629,61.86255930312976,3.2432468010228406
2018-12,Consumer Discretionary,81.53026665519873,96.91352060869605,15.383253953497308,18.469733344801263,0.1284109636981524,0.4742034893156183,0.326889915790598,57.0,0.1065154749872159,0.1329123895729972,0.477621538189291,0.1064325703346942,-2.240243636749185,13.29123895729972,47.7621538189291,3.2232849927196567
2018-12,Consumer Staples,69.17567079133427,66.11661743023723,-3.0590533610970385,30.824329208665734,0.0780266489748143,0.4011639491452561,0.1548315831326341,31.0,0.0828666800699608,0.0761435634947637,0.3860290128683443,0.0824526123601838,-2.495531546304007,7.61435634947637,38.60290128683443,2.930592166265214
2018-12,Energy,72.46184290514945,54.36239933645603,-18.099443568693424,27.538157094850547,0.1427843213686102,0.5597714851056662,0.2843429013744543,20.0,0.0481372535071961,0.1476813171393768,0.562755776334559,0.0491866391358904,-3.0121332546422375,14.768131713937679,56.275577633455896,3.3528834153320948
2018-12,Financials,75.67908865960085,68.71304348397237,-6.966045175628479,24.32091134039915,0.0636729352323813,0.3657144667510772,0.1719374957101884,62.0,0.1385781212434826,0.0621151516901758,0.3598591517637499,0.1424876101305004,-1.9485002295061224,6.21151516901758,35.98591517637499,3.2310576884785034
