,TCI
2018-10-01,58.96132531942253
2018-10-02,58.57576630694912
2018-10-03,58.75011542239554
2018-10-04,58.5590020678233
2018-10-05,58.63295363022433
2018-10-08,58.46433223731535
2018-10-09,57.57648659474049
2018-10-10,63.2964166782815
2018-10-11,66.92377879754198
2018-10-12,66.9858622469694
2018-10-15,66.79935797217496
2018-10-16,68.16744409295549
2018-10-17,67.85992005772705
2018-10-18,68.344489780904
2018-10-19,67.7928466082401
2018-10-22,67.5262224332186
2018-10-23,67.42147932570352
2018-10-24,68.84417792620185
2018-10-25,69.19862125432881
2018-10-26,69.74694859199774
2018-10-29,69.35934988385517
2018-10-30,69.97527584489934
2018-10-31,69.88508473388919
2018-11-01,69.97104227189021
2018-11-02,70.04827566409
2018-11-05,70.0944356943407
2018-11-06,70.17318373788922
2018-11-07,70.49673589924703
2018-11-08,70.23984165156972
2018-11-09,70.29110338210889
2018-11-12,70.5877442120954
2018-11-13,70.34284940692253
2018-11-14,70.33894998938852
2018-11-15,70.25567229313118
2018-11-16,70.17314828839204
2018-11-19,70.1418495701272
2018-11-20,70.92003409539997
2018-11-21,70.78383660131036
2018-11-23,70.68036886030553
2018-11-26,70.71203093840425
2018-11-27,70.55993794162019
2018-11-28,71.17268331611845
2018-11-29,71.06279000646813
2018-11-30,71.11793731658578
2018-12-03,70.97693907287982
2018-12-04,72.10639372228042
2018-12-06,71.91115102984595
2018-12-07,72.23224896338887
2018-12-10,72.06778339040817
2018-12-11,71.96831654308855
2018-12-12,71.78338527786555
2018-12-13,71.72116332485464
2018-12-14,71.71354470021298
2018-12-17,72.94724193444448
2018-12-18,72.77923275544332
2018-12-19,72.97880215825191
2018-12-20,73.29881910929068
2018-12-21,73.6716379817466
2018-12-24,75.51847984489365
2018-12-26,77.78613589213171
2018-12-27,77.84423917267553
2018-12-28,77.82922223096595
2018-12-31,77.836990561508
2019-01-02,77.5151817699645
2019-01-03,77.35281725710898
2019-01-04,78.21858152358836
2019-01-07,77.9291820383931
2019-01-08,78.0862748858288
2019-01-09,78.00441752879141
2019-01-10,78.10003810464733
2019-01-11,78.0424617494496
2019-01-14,77.98112549095899
2019-01-15,77.9414474530267
2019-01-16,77.78705582007423
2019-01-17,77.84526942029339
2019-01-18,77.95929855260626
2019-01-22,78.04524582134685
2019-01-23,77.93734600725529
2019-01-24,77.81186667611422
2019-01-25,77.70572538359899
2019-01-28,77.54100589912451
2019-01-29,77.37700869547578
2019-01-30,77.4893353183791
2019-01-31,77.37952130769415
2019-02-01,77.29729269318415
2019-02-04,77.26636836119707
2019-02-05,77.2544720224233
2019-02-06,77.17771489941907
2019-02-07,77.11485552076363
2019-02-08,77.06508648128043
2019-02-11,77.02334146402987
2019-02-12,76.98148660963774
2019-02-13,76.94946960806723
2019-02-14,76.83092085052014
2019-02-15,76.96163072993244
2019-02-19,76.94125151988065
2019-02-20,76.82961040928261
2019-02-21,76.74193383104135
2019-02-22,76.72377555756856
2019-02-25,76.67906707081694
2019-02-26,76.66928302792793
2019-02-27,76.62903261968084
2019-02-28,76.57375153292156
2019-03-01,76.50720508498111
2019-03-04,76.4298325257323
2019-03-05,76.3968123420248
2019-03-06,76.36314383995865
2019-03-07,76.3249710889552
2019-03-08,76.26671256191788
2019-03-11,76.4780225725995
2019-03-12,76.4491180634206
2019-03-13,76.47636875562816
2019-03-14,76.45151513041547
2019-03-15,76.37917547915295
2019-03-18,76.23106030122925
2019-03-19,76.08288158130081
2019-03-20,75.8983170882152
2019-03-21,76.12227375041095
2019-03-22,76.2151893890857
2019-03-25,76.14732743688246
2019-03-26,76.21599662778767
2019-03-27,76.21519127634765
2019-03-28,76.06693194992555
2019-03-29,76.05730595923528
2019-04-01,75.8659077087173
2019-04-02,75.72114157613285
2019-04-03,75.62165103514926
2019-04-04,75.57355128155027
2019-04-05,75.57847885553915
2019-04-08,75.49264014997561
2019-04-09,75.48310575125588
2019-04-10,75.45090172871582
2019-04-11,75.33668180304741
2019-04-12,75.24415314131875
2019-04-15,75.15682334799104
2019-04-16,74.83352629504547
2019-04-17,74.47659223258478
2019-04-18,74.41624944819814
2019-04-22,74.23038002365563
2019-04-23,74.25837589566794
2019-04-24,74.10922013807273
2019-04-25,73.84537665605208
2019-04-26,73.75371398008082
2019-04-29,73.73198861775487
2019-04-30,73.5001123806128
2019-05-01,73.43047418201975
2019-05-02,73.40204361398713
2019-05-03,73.50391391211411
2019-05-06,73.47105534991691
2019-05-07,74.02808258060742
2019-05-08,74.0067834832248
2019-05-09,73.99054205092442
2019-05-10,74.06809131550683
2019-05-13,74.27746543175385
2019-05-14,74.3538305440702
2019-05-15,74.257923609473
2019-05-16,74.34057399813567
2019-05-17,74.37069035509272
2019-05-20,74.2514223594971
2019-05-21,74.31068946060827
2019-05-22,74.2497529265131
2019-05-23,74.1998387965985
2019-05-24,74.18708937293088
2019-05-28,74.34708948363067
2019-05-29,74.56651047165495
2019-05-30,74.53340748581047
2019-05-31,74.50361958050233
2019-06-03,73.8174443715944
2019-06-04,74.05764917428442
2019-06-05,74.38718268301
2019-06-06,74.45652291981406
2019-06-07,74.36732148376042
2019-06-10,74.20845889809583
2019-06-11,74.13978023501112
2019-06-12,74.0436703312111
2019-06-13,74.01435836197129
2019-06-14,73.95276994680384
2019-06-17,73.74170319822748
2019-06-18,73.61281705865835
2019-06-19,73.6424361026913
2019-06-20,73.76394840706146
2019-06-21,73.62407330416535
2019-06-24,73.57764506134735
2019-06-25,73.64219363788185
2019-06-26,73.78930561428115
2019-06-27,73.8406882790624
2019-06-28,73.81656027503021
2019-07-01,73.71554889069942
2019-07-02,73.74634081665917
2019-07-03,73.84676778828135
2019-07-05,73.81431684434274
2019-07-08,73.74732980098776
2019-07-09,73.67522838770947
2019-07-10,73.61595172409542
2019-07-11,73.4812779489701
2019-07-12,73.27787278749473
2019-07-15,73.25002049049002
2019-07-16,73.20123311443432
2019-07-17,73.21403353497007
2019-07-18,73.05838156551722
2019-07-19,73.07303289416626
2019-07-22,73.00845081106509
2019-07-23,73.01887100662252
2019-07-24,72.91262798941007
2019-07-25,72.93878798757999
2019-07-26,72.78797149256246
2019-07-29,72.76343461028068
2019-07-30,72.53100741499915
2019-07-31,72.64955815753058
2019-08-01,72.43634444092112
2019-08-02,72.34695777888534
2019-08-05,74.4428847557523
2019-08-06,74.44746786034257
2019-08-07,74.25114801641985
2019-08-08,74.96114144893264
2019-08-09,74.93554249108543
2019-08-12,75.08077862996807
2019-08-13,75.20124336548481
2019-08-14,76.63028401102693
2019-08-15,76.4580539775235
2019-08-16,76.70797257050158
2019-08-19,76.91928225076906
2019-08-20,76.95942074865405
2019-08-21,76.9525902283384
2019-08-22,76.88050785315696
2019-08-23,77.7266594728813
2019-08-26,77.86639575883314
2019-08-27,77.851066683392
2019-08-28,77.80120507643032
2019-08-29,77.9822066906034
2019-08-30,77.95398884865115
2019-09-03,77.6427845284289
2019-09-04,77.73466006187495
2019-09-05,77.39534723744659
2019-09-06,77.34900598941094
2019-09-09,77.18818753997645
2019-09-10,76.98455302127407
2019-09-11,76.95207153829656
2019-09-12,76.9215470123327
2019-09-13,76.79043093090921
2019-09-16,76.27236072374437
2019-09-17,76.32491782238424
2019-09-18,76.29700718479852
2019-09-19,76.26074666475756
2019-09-20,76.18428562913988
2019-09-23,76.13778512990302
2019-09-24,75.9871645326028
2019-09-25,75.91713024400873
2019-09-26,75.812552646403
2019-09-27,75.78740681737389
2019-09-30,75.71293944114454
2019-10-01,75.95761904588568
2019-10-02,76.46502615570454
2019-10-03,76.54222627453525
2019-10-04,76.79156373616541
2019-10-07,76.77742138128309
2019-10-08,77.18066594951289
2019-10-09,77.26123548862319
2019-10-10,77.27893505640165
2019-10-11,77.1919921174694
2019-10-14,77.19109519254074
2019-10-15,77.04730013136026
2019-10-16,76.98769615364246
2019-10-17,76.96591790782527
2019-10-18,76.82889365538536
2019-10-21,76.81293622291554
2019-10-22,76.64975271532018
2019-10-23,76.59346985793516
2019-10-24,76.486967846141
2019-10-25,76.24954072622185
2019-10-28,76.06524804694337
2019-10-29,75.90450390841674
2019-10-30,75.77211552036778
2019-10-31,75.69585228427812
2019-11-01,75.58986637232523
2019-11-04,75.38144488748166
2019-11-05,75.30370638863947
2019-11-06,75.19032169682652
2019-11-07,74.99261334357821
2019-11-08,74.96868229349172
2019-11-11,74.95569867249483
2019-11-12,74.88476022853729
2019-11-13,74.77968723727258
2019-11-14,74.75065820716122
2019-11-15,74.64111541494611
2019-11-18,74.57118989305359
2019-11-19,74.45281334111581
2019-11-20,74.29419891984611
2019-11-21,74.13001663632915
2019-11-22,74.07028672679154
2019-11-25,74.0126106430161
2019-11-26,73.95585555342863
2019-11-27,73.94746239783491
2019-11-29,73.98390678579845
2019-12-02,73.97167752776835
2019-12-03,73.85193951855943
2019-12-04,73.93713151571524
2019-12-05,73.91686019655276
2019-12-06,73.96755068894664
2019-12-09,73.91838815323158
2019-12-10,73.89843607227755
2019-12-11,73.79852069511891
2019-12-12,73.62001228374493
2019-12-13,73.50268435641429
2019-12-16,73.63012601314803
2019-12-17,73.54869751675415
2019-12-18,73.4095452103011
2019-12-19,73.36328626586614
2019-12-20,73.42655273610352
2019-12-23,73.35033966570167
2019-12-24,73.33073297490186
2019-12-26,73.3003156154824
2019-12-27,73.27187738248004
2019-12-30,73.30341677135017
2019-12-31,73.30989797449116
2020-01-02,72.88955558213351
2020-01-03,72.73366114852688
2020-01-06,72.65624288880235
2020-01-07,72.6659718871979
2020-01-08,72.55897401290494
2020-01-09,72.60044244204738
2020-01-10,72.48706025148978
2020-01-13,72.5088268063319
2020-01-14,72.45380476956717
2020-01-15,72.42294265512768
2020-01-16,72.44372171038054
2020-01-17,72.37891708907136
2020-01-21,72.26807185798583
2020-01-22,72.13826696203205
2020-01-23,72.0184070889
2020-01-24,72.16571864087604
2020-01-27,72.60976786242728
2020-01-28,72.57165831361257
2020-01-29,72.47943002869661
2020-01-30,72.17824354226504
2020-01-31,72.35689620696697
2020-02-03,72.05027065916849
2020-02-04,71.83124822936112
2020-02-05,71.83753478698783
2020-02-06,71.66761396912078
2020-02-07,71.66061897412003
2020-02-10,71.74120168057556
2020-02-11,71.61741806694585
2020-02-12,71.54137626398507
2020-02-13,71.41452406020579
2020-02-14,71.42209954973468
2020-02-18,71.28864727890746
2020-02-19,71.15611112698514
2020-02-20,70.97824282413251
2020-02-21,70.83078717317333
2020-02-24,74.18076390861678
2020-02-25,77.16228567481063
2020-02-26,77.24355530412278
2020-02-27,81.31639055188755
2020-02-28,80.99925363545135
2020-03-02,82.91461540358745
2020-03-03,83.14521266619171
2020-03-04,83.93481960010836
2020-03-05,84.36077727700535
2020-03-06,84.4878271612529
2020-03-09,85.94062497003077
2020-03-10,86.72559684908036
2020-03-11,87.17808379967987
2020-03-12,88.22722346748124
2020-03-13,88.63220916076557
2020-03-16,88.9336294116807
2020-03-17,88.79770052345962
2020-03-18,88.6773741949299
2020-03-19,88.18907929341616
2020-03-20,88.3054743836594
2020-03-23,88.24036834388731
2020-03-24,88.39486996633394
2020-03-25,88.35503798368114
2020-03-26,88.45544379286893
2020-03-27,88.40005551064567
2020-03-30,88.39719758242107
2020-03-31,88.33754063931724
2020-04-01,88.3903626699198
2020-04-02,88.35871748764397
2020-04-03,88.29939450462004
2020-04-06,88.33356307746384
2020-04-07,88.30297916743979
2020-04-08,88.28555263792931
2020-04-09,88.2161807275282
2020-04-13,88.14289623791075
2020-04-14,88.09866466608197
2020-04-15,88.11609844860085
2020-04-16,88.08086992672581
2020-04-17,88.00819190682614
2020-04-20,87.97352758288216
2020-04-21,87.95171217839335
