,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-10-01,-0.6614236570224961,9.332979573679012,-6.32467797660378,-10.74222939386894,-9.08952227933645,3.873335518149986,5.240976783666888,4.0622046796202085,18.48185669096138,-8.341825835926691,-5.831674103319116
2018-10-02,-0.5441905861291758,7.68665701900747,-5.463717536428611,-11.35555244728377,-8.386830067701503,4.142531082617779,5.204532288133933,4.28357867785661,18.349534677330084,-9.060493529046937,-4.856049578355872
2018-10-03,-0.595626051256275,6.789008762506214,-5.72070257303411,-11.298595151962537,-8.009416485399164,3.752467203634893,4.387322903530979,4.005295532021464,17.638224057982,-8.26944049631372,-2.6785377017098
2018-10-04,-0.3602461429751571,7.561044914209248,-6.876391756662656,-10.634611351868308,-9.267965786371995,4.61361223595253,4.444626135058712,4.42743171103028,17.49541366444457,-7.820402018691077,-3.5825116041261893
2018-10-05,0.9249945117943952,7.928588756550866,-7.518179672517796,-11.09018219626239,-9.59825039218611,4.78986332830695,4.380036369852213,5.618864007613524,17.65908695640975,-8.026302756504911,-5.068518913056458
2018-10-08,1.9083563286882708,8.239281119910501,-6.646265814663302,-10.910827753702229,-10.762054708164044,4.460560360471646,4.799496052202379,5.480528780662496,17.584952164845006,-8.136781001343223,-6.017245528907459
2018-10-09,2.2603600453118418,9.39376176227762,-6.313070437966445,-10.622020599042077,-11.26514734314295,5.532246266567313,6.943315623324899,5.00996279175088,13.013294075421229,-8.398786569270328,-5.553915615232022
2018-10-10,1.3070077777583577,12.685274354663008,-7.937365693329298,-14.168224597487956,-14.777631735278433,12.976537520027492,9.61617950106664,9.353510667901247,11.518668091409083,-8.411134003293846,-12.162821883436315
2018-10-11,0.8977015649946765,14.655175875168894,-4.404671652540749,-21.916544250471375,-11.96830767258863,21.02869092590585,13.159928458416886,8.001411733295711,2.3418800859193567,-5.176787434912491,-16.61847763318807
2018-10-12,-0.6533360292341257,14.236791475112966,-3.3177247624209514,-20.708021542502415,-14.37549009411012,20.62906026509603,13.54795933877169,8.070733674995381,2.142739284455118,-4.2861087513943446,-15.2866028587692
2018-10-15,-1.4659955950974108,14.286903439653827,-3.8850959185797507,-19.667493875180064,-12.787593805361439,20.131052263245067,13.538024787362872,7.487167309322544,2.171612113819407,-4.823732859710418,-14.984847859474634
2018-10-16,-1.354016405943753,14.083520029260868,-3.742550103233313,-21.14542684839411,-13.189791907905253,21.613323374685365,14.2015706108334,7.380698470527108,3.0012113078769858,-3.9934303758436727,-16.855108151863543
2018-10-17,-2.2260551235794708,14.326941704984833,-4.0156151148296715,-19.403270531796544,-14.441588972029614,21.16317186344942,14.125327416625865,7.438723789358519,3.764874807964347,-3.80602636206072,-16.92648347808696
2018-10-18,-1.6566224109914316,14.66779149571164,-4.736499728319437,-21.02342309493102,-13.950141859834332,21.46447611601468,14.78920753602047,7.607909067909617,4.075141668860965,-4.048942984412378,-17.18889580602874
2018-10-19,-1.08805543720473,13.312339840231488,-3.1138213982323037,-20.822480867268432,-15.04789345222106,18.41140656899212,14.626057542497108,7.74665794446895,4.000486093686661,-2.3740199088314995,-15.65067692611833
2018-10-22,-0.754488682014383,11.029013398635954,-4.534281146306249,-19.572915691429365,-15.201871222421843,20.97257747619409,15.469730225812796,5.42146404584399,4.652444935021819,-1.561768471608957,-15.919904867727872
2018-10-23,-1.0853490469627332,10.451999682180656,-4.360475802289372,-19.589387819914386,-14.733099645452867,21.254007763746614,15.24725048035748,5.3376232548871485,4.798930748951449,-2.2098212724435555,-15.111678343060433
2018-10-24,3.249757581416091,12.52514510868346,-5.851023959105575,-20.157540556780532,-16.217782975816903,19.30655753671651,14.94206326478151,7.979902702257064,5.577412315240679,-6.855435450920666,-14.499055566471604
2018-10-25,3.57677254465969,13.45912615916474,-7.517528946198027,-18.49011612405814,-11.027749521164978,18.732938195218694,11.920958617611959,8.326959838139473,3.7476075721008897,-8.81918398690641,-13.909784348567875
2018-10-26,3.9410505433977505,12.617008319109033,-5.3599611154690905,-18.29256257432349,-11.651678697219012,19.619552180476617,10.941818052618629,8.286650166639205,1.4066972711753607,-7.016960878118908,-14.491613268286091
2018-10-29,4.558682160917428,12.961867510062916,-4.978808346697512,-17.857866622361904,-12.812192928351742,18.695102059527528,9.212177137213914,8.29646519163829,1.925713483135027,-6.755550518626535,-13.245589126457446
2018-10-30,5.296897435576639,12.761416770110884,-4.927343283502232,-16.8045102237932,-12.02629364967256,17.18531678856756,9.423382820139537,7.15268216395873,2.560655346307172,-6.708556895604325,-13.913647272088213
2018-10-31,5.9306866688485655,13.181083992692393,-5.177242973400581,-17.07946102264097,-12.458620349797542,15.683168963014879,9.684603228438931,7.814744431429929,2.950686615889694,-7.0821129169177865,-13.447536637557477
2018-11-01,5.472514845230037,13.679267823255586,-5.4337948908733225,-17.602756786177572,-12.731054554569887,16.037902982124663,10.315705973992365,7.878302108987199,3.673056028202609,-7.258887113499398,-14.03025641667228
2018-11-02,5.7267282434007,12.767012206530651,-5.538138431318167,-17.42969137122499,-12.239375230967575,16.572592414544076,10.687508243790376,7.774293682398621,3.5066961371273777,-7.46471231522257,-14.362913579058493
2018-11-05,4.450865468326526,12.378033280523965,-5.131636262104593,-16.9900269733755,-11.832163037155276,17.007285608336105,11.302717075031282,7.344140486042846,3.3899311755268826,-7.189196078648294,-14.729950742503906
2018-11-06,4.571962872529383,12.425025716140695,-4.781896016070043,-17.97075806635995,-11.757068952261655,17.007334222539185,11.334593304141976,7.450126807864308,3.530332808948316,-6.988134155863314,-14.821518541608931
2018-11-07,3.996020221410106,12.665891981279174,-4.929962584964386,-18.327708609302654,-12.338895823768958,17.49407623819988,11.023362047897706,7.627013463966023,3.993339940210305,-6.140959533357822,-15.062177341569388
