,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-10-01,67.68752850885315,68.77774589201232,47.34043467411516,44.17598956673751,56.077332243510845,66.47821904618775,63.84383797923227,68.58953932282448,68.34174737929395,47.697771587635835,49.56443231324455
2018-10-02,67.18144209105367,68.10114258270258,47.217915984522406,43.89562298389326,55.854245415014944,66.32976958725764,63.65126045573783,68.2170507841638,68.16657212092525,47.04416152385371,48.674245847315184
2018-10-03,67.09718631759739,68.00680135712138,48.37760159180594,43.78524577099898,56.21630531348423,66.20649114776333,63.47850628350027,68.14250764257157,67.98496124960508,47.67836425296262,49.27729871894026
2018-10-04,67.3378414398632,68.29648265463253,48.15697253314037,44.1102078086214,52.72738175453615,66.86974762161313,63.369401155850824,68.47628297525027,68.0226337888565,48.147528737389514,48.634542276302376
2018-10-05,67.22324126845002,68.39898862503847,47.887257723899104,43.89494443469918,53.2647183512212,66.77371496990135,63.67541889324253,68.60563630687909,68.10487583802471,47.69490061515189,49.438792905960135
2018-10-08,67.11943594251024,68.15613538495576,47.48471235912414,43.861495354022615,51.871403460097085,66.58362739090062,63.56572349895871,68.0478220445378,67.8756328712585,48.470462889605784,50.07120341449752
2018-10-09,66.53337567330428,67.82612828206805,47.789635995970066,39.16725276723069,51.72334956082415,66.0564316807495,63.06398767141031,67.3197545304091,65.33557262538145,48.51749890968466,50.008364845113235
2018-10-10,71.37145678656479,73.17190704070711,52.67762988466369,50.38029593796043,60.2398871244843,72.77207803129754,70.68612169157876,72.99575174405406,70.58854394585009,55.081244240996895,46.295667032938894
2018-10-11,72.80801275612407,74.91599370525326,61.67843396797446,58.531917999832324,65.45311701299505,76.08381548943193,74.09818943352963,73.84667631885608,69.94975226794318,63.013698149426794,45.78195967159495
2018-10-12,72.72176174424762,75.45155978386606,61.64526210433752,58.19811450289105,65.38571732120043,76.18745957651258,74.17909286986094,74.58286008427679,69.94561883342664,63.10380546595505,45.44323243008881
2018-10-15,72.5882696187916,75.39252656262587,61.40769800508108,58.04973352169452,64.98177986491223,75.863096384015,74.07593929814064,74.47649798495675,69.8899428521153,62.70773710899611,45.35971649259561
2018-10-16,73.95303546528828,76.44028642910686,63.270462888371114,58.69218556934874,67.07831817726208,77.19942907812,75.36509750855076,75.60696759716399,71.52138195116365,64.91473432845308,45.79998602968178
2018-10-17,73.04261360194874,76.35932025366643,63.156908806950845,57.69547749976299,67.0394594510295,77.01168348580315,74.66486341946002,75.49353872208891,71.30599065599736,64.75173021888678,45.9375345194028
2018-10-18,73.72673978850547,76.89557899397126,63.36666977773495,57.72666375931884,68.55989678918856,77.52241897251872,75.23821460944265,75.98386306622874,71.75694904889578,65.10798824666632,45.9044045374727
2018-10-19,73.55058553717208,76.43236369705875,60.25398703057678,57.81402083525366,67.58695843986675,76.97847880382405,74.92768470653498,75.84135764717763,71.45611215941952,64.33847655485121,46.54128727890573
2018-10-22,73.2686495167678,75.6039178591207,60.863116327069285,57.79287473345698,65.9722945558916,76.77172790676953,74.67717426825259,75.11806132352288,71.28092453453083,64.46285371884699,46.97685202117557
2018-10-23,73.43808314481251,75.69142866769869,59.85565168819137,58.912437649775015,66.27663166963987,76.76586818722116,74.71251536593917,75.25669905380235,71.31510483173066,62.688716663263385,46.723135660664504
2018-10-24,75.84095076324512,77.65969695419301,58.002546465215374,65.47108313290364,69.66216434399507,78.38374385295673,76.61880926314804,77.19999022492522,73.76972450994178,57.27870107960507,47.39854659809136
