,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-12-31,14.4,23.03,-30.49,8.88,4.21,-1.78,18.01,13.38,16.53,-34.18,-31.98
2019-12-31,9.87,20.97,-9.61,-4.88,1.44,-12.28,7.43,16.15,29.8,-29.43,-29.45
2020-12-31,-6.14,17.62,-4.01,-21.04,6.38,-1.95,16.27,10.47,10.49,-6.61,-21.47
2021-12-31,5.21,11.37,1.2,-22.94,-2.69,-3.92,20.53,8.46,4.82,-10.04,-11.99
2022-12-31,15.76,6.65,1.67,-38.67,-0.94,-6.4,24.41,16.36,10.49,-4.56,-24.75
2023-12-31,-3.3,4.33,10.3,-24.72,8.12,2.35,16.72,3.81,12.65,-12.36,-17.91
2024-12-31,-0.17,13.41,-11.51,-23.66,10.57,3.38,20.59,-2.72,16.19,-14.38,-11.7
2025-12-31,17.1,17.2,-11.08,-21.49,16.67,-20.67,21.72,-1.61,10.67,-6.2,-22.32
2026-12-31,-1.65,12.15,-2.05,-12.81,6.25,-21.93,26.51,11.32,5.02,-7.43,-15.38
