,TCI
2018-10-01,85.09236007358237
2018-10-02,84.98964070778267
2018-10-03,84.75437168360533
2018-10-04,84.5373507621142
2018-10-05,83.98459142690822
2018-10-08,84.13984071861157
2018-10-09,83.9321215926022
2018-10-10,85.1926678170466
2018-10-11,85.8635766743093
2018-10-12,84.66756379853173
2018-10-15,84.0750433302655
2018-10-16,84.44451171049894
2018-10-17,84.14822743714281
2018-10-18,84.41250004359598
2018-10-19,84.46252896143618
2018-10-22,84.34074589467058
2018-10-23,84.93564767576531
2018-10-24,85.68615952113645
2018-10-25,84.77337077529297
2018-10-26,85.38579288299978
2018-10-29,85.25662521089079
2018-10-30,84.85906935039299
2018-10-31,84.68127194574785
2018-11-01,84.61733834496357
2018-11-02,84.99197868655959
2018-11-05,84.74840909921672
2018-11-06,84.68291612683683
2018-11-07,84.78674530948156
2018-11-08,84.51396539217727
2018-11-09,84.39492418885247
2018-11-12,84.56191156274251
2018-11-13,84.2837868337251
2018-11-14,84.40559684010881
2018-11-15,84.28703194780437
2018-11-16,83.89369888999123
2018-11-19,83.8982662478672
2018-11-20,84.23479572074228
2018-11-21,84.19689467557875
2018-11-23,84.19495684941054
2018-11-26,84.20514822599549
2018-11-27,84.18910428808532
2018-11-28,84.41849650114192
2018-11-29,84.04454805587939
2018-11-30,84.00281910805688
2018-12-03,84.02160714279772
2018-12-04,84.37494404343994
2018-12-06,84.44859267178795
2018-12-07,84.61966392227848
2018-12-10,84.55645355954118
2018-12-11,84.18150466343901
2018-12-12,84.00035936096384
2018-12-13,84.03371208943555
2018-12-14,83.916788996533
2018-12-17,84.78377587918567
2018-12-18,84.77426075077919
2018-12-19,85.18140341877783
2018-12-20,85.01359812170246
2018-12-21,85.3444153609129
2018-12-24,85.4080023661942
2018-12-26,85.8070958395516
2018-12-27,85.62873050584409
2018-12-28,85.26481777761637
2018-12-31,85.19495239987413
2019-01-02,85.44795139318781
2019-01-03,85.30184184531332
2019-01-04,85.44798019034609
2019-01-07,85.3024140968983
2019-01-08,85.27672858271804
2019-01-09,85.26631518210387
2019-01-10,85.22174225623098
2019-01-11,85.22599601345937
2019-01-14,84.83076533144741
2019-01-15,84.73507268785112
2019-01-16,84.81631474288962
2019-01-17,84.66438782136836
2019-01-18,84.57869203555916
2019-01-22,84.6185484615275
2019-01-23,84.55797221657423
2019-01-24,84.46360501674651
2019-01-25,84.43787816034445
2019-01-28,84.35080148054254
2019-01-29,84.44629641185749
2019-01-30,84.61863834872779
2019-01-31,84.53912030037698
2019-02-01,84.66610877260405
2019-02-04,84.53708683424384
2019-02-05,84.58000079611492
2019-02-06,84.53829177248552
2019-02-07,84.5209927199348
2019-02-08,84.52276075803444
2019-02-11,84.51454520201743
2019-02-12,84.410824020089
2019-02-13,84.52789951540579
2019-02-14,84.30120262646818
2019-02-15,84.21280126194246
2019-02-19,84.20546951963425
2019-02-20,84.04632481600011
2019-02-21,83.91786668561319
2019-02-22,84.0857681601651
2019-02-25,83.94080646246145
2019-02-26,83.4917447459411
2019-02-27,83.33517336608543
2019-02-28,83.10213367669027
2019-03-01,82.97764316396673
2019-03-04,83.08845981271196
2019-03-05,83.15598846720015
2019-03-06,83.01203490075892
2019-03-07,82.97751096265394
2019-03-08,82.97588212499558
2019-03-11,82.86858697935536
2019-03-12,82.93010764427089
2019-03-13,82.91419887437422
2019-03-14,82.9637050143455
2019-03-15,82.81230788040266
2019-03-18,82.66761093291792
2019-03-19,82.54122009596124
2019-03-20,82.50376143210082
2019-03-21,82.46101255915225
2019-03-22,82.5650338310476
2019-03-25,82.480899107159
2019-03-26,82.42028782218479
2019-03-27,82.4816298018694
2019-03-28,82.40154546034749
2019-03-29,82.36049852386276
2019-04-01,82.20142462949312
2019-04-02,82.26057537923101
2019-04-03,81.88811925862105
2019-04-04,81.97632182305888
2019-04-05,81.89794351282794
2019-04-08,82.08224407838144
2019-04-09,82.14663550500467
2019-04-10,82.07134808842308
2019-04-11,81.89046231553628
2019-04-12,81.40416597368674
2019-04-15,81.759398632871
2019-04-16,81.01554502147802
2019-04-17,80.78828349980792
2019-04-18,80.60306037719747
2019-04-22,80.37206607375789
2019-04-23,80.25616574505388
2019-04-24,80.30647675611895
2019-04-25,80.14128514099181
2019-04-26,80.11027736553825
2019-04-29,80.217575149126
2019-04-30,79.83892990231094
2019-05-01,79.81269610875265
2019-05-02,79.76474756824096
2019-05-03,79.89558439391901
2019-05-06,79.83253260796646
2019-05-07,80.0807155370917
2019-05-08,79.7723248663917
2019-05-09,79.90866363383421
2019-05-10,80.57840124294457
2019-05-13,80.10823734944353
2019-05-14,79.89400435551391
2019-05-15,79.84544178120335
2019-05-16,79.59025545957601
2019-05-17,79.50407432635633
2019-05-20,79.43976202463358
2019-05-21,79.42127117327315
2019-05-22,79.3828874783623
2019-05-23,79.24324263982975
2019-05-24,79.16939192188433
2019-05-28,79.131760985154
2019-05-29,79.01862843169957
2019-05-30,79.13444318922849
2019-05-31,79.02876957071697
2019-06-03,78.91906550366552
2019-06-04,78.82562398734837
2019-06-05,78.77264577847376
2019-06-06,78.77018362821607
2019-06-07,78.52540970743948
2019-06-10,78.51789801350951
2019-06-11,78.33964101558053
2019-06-12,78.32219822114216
2019-06-13,78.1356635562501
2019-06-14,78.26987540329756
2019-06-17,77.94254790376057
2019-06-18,77.62000325510407
2019-06-19,77.51718788467683
2019-06-20,77.38955021996036
2019-06-21,77.31147051612396
2019-06-24,77.31704864069495
2019-06-25,76.83605433850528
2019-06-26,76.38103551931226
2019-06-27,77.02288543725332
2019-06-28,76.77931792521713
2019-07-01,76.48355131684984
2019-07-02,76.33995007376724
2019-07-03,76.43853715409129
2019-07-05,76.1217764958874
2019-07-08,76.49861200332451
2019-07-09,76.42873075080242
2019-07-10,76.27378353746816
2019-07-11,76.37454794023665
2019-07-12,76.17026248851997
2019-07-15,76.23070370397667
2019-07-16,76.10078723818906
2019-07-17,75.68574998515443
2019-07-18,75.64162854765893
2019-07-19,75.40050867644224
2019-07-22,75.50613170161802
2019-07-23,75.43700172633103
2019-07-24,75.19047911211611
2019-07-25,75.06023871264296
2019-07-26,74.98814882287748
2019-07-29,75.57549694567915
2019-07-30,75.13997375335046
2019-07-31,75.66295871641204
2019-08-01,76.67154251779581
2019-08-02,76.1810825063373
2019-08-05,77.07734262675817
2019-08-06,76.83915051889372
2019-08-07,77.57653923259146
2019-08-08,77.2767295853327
2019-08-09,77.00589499950603
2019-08-12,76.87546950561664
2019-08-13,77.62807898369314
2019-08-14,77.47060548371101
2019-08-15,77.22375823533233
2019-08-16,77.06678916577567
2019-08-19,77.29037620245516
2019-08-20,77.2431973099001
2019-08-21,77.53865602277182
2019-08-22,77.29387491477522
2019-08-23,79.07178503481241
2019-08-26,78.5458513785498
2019-08-27,78.4624652585277
2019-08-28,78.32375197030812
2019-08-29,78.30071558014068
2019-08-30,78.09688371422061
2019-09-03,78.00508146584548
2019-09-04,77.99753454527735
2019-09-05,78.00959102623904
2019-09-06,78.10636809725834
2019-09-09,77.94571372119496
2019-09-10,77.76338843600503
2019-09-11,77.61935245728785
2019-09-12,77.43911591525452
2019-09-13,77.52707445663003
2019-09-16,77.23733506226569
2019-09-17,76.9989927373093
2019-09-18,77.00144582365141
2019-09-19,77.02403071813606
2019-09-20,76.80809285498324
2019-09-23,76.82076218414612
2019-09-24,77.15183573496368
2019-09-25,76.58762392154695
2019-09-26,76.3771119020368
2019-09-27,76.36425738380979
2019-09-30,76.37855690832609
2019-10-01,76.71575963157953
2019-10-02,76.73101871970762
2019-10-03,76.58174909913187
2019-10-04,76.3217669589525
2019-10-07,76.22530244611461
2019-10-08,76.19724334669198
2019-10-09,76.40026695287361
2019-10-10,76.33225065900751
2019-10-11,76.24817237656433
2019-10-14,76.45141745363257
2019-10-15,76.27646436834374
2019-10-16,76.23674861854084
2019-10-17,76.4720985649171
2019-10-18,76.33372505054882
2019-10-21,76.18039944490675
2019-10-22,75.93896844475677
2019-10-23,75.90472271461776
2019-10-24,75.83594352377663
2019-10-25,75.60616290255653
2019-10-28,75.57921339505437
2019-10-29,75.37684262223485
2019-10-30,75.23017579858916
2019-10-31,75.12423149940297
2019-11-01,74.81370592507466
2019-11-04,74.25709773287328
2019-11-05,73.89041146862074
2019-11-06,73.90589979805476
2019-11-07,73.65609120969961
2019-11-08,73.53659864155601
2019-11-11,73.8635337699433
2019-11-12,73.51354157751983
2019-11-13,73.58427376049214
2019-11-14,73.55489560663864
2019-11-15,73.50036258783445
2019-11-18,73.19418040378824
2019-11-19,73.04565888208109
2019-11-20,72.79522819038625
2019-11-21,72.87529119868242
2019-11-22,72.99656193059899
2019-11-25,73.094100712914
2019-11-26,72.61660867268462
2019-11-27,73.20398123724713
2019-11-29,73.59976980827334
2019-12-02,73.43093429096766
2019-12-03,73.01475868777622
2019-12-04,72.69949455345932
2019-12-05,72.98336465108338
2019-12-06,73.3080977603895
2019-12-09,73.3931604676402
2019-12-10,73.75313801273495
2019-12-11,73.90597195230895
2019-12-12,74.29015839735348
2019-12-13,74.13143261802843
2019-12-16,74.2073034739302
2019-12-17,74.01587426532002
2019-12-18,73.82420707174592
2019-12-19,74.3055483434453
2019-12-20,74.00655354904569
2019-12-23,73.67017028769091
2019-12-24,74.9000655152367
2019-12-26,74.61340034553444
2019-12-27,75.06083369851609
2019-12-30,74.94539535051774
2019-12-31,74.8456766276519
2020-01-02,74.52244402340834
2020-01-03,74.44988484931079
2020-01-06,74.11493668938054
2020-01-07,73.99363806771781
2020-01-08,73.86963883707082
2020-01-09,73.99719821173029
2020-01-10,74.08343043483771
2020-01-13,73.9890011143756
2020-01-14,73.97417827222283
2020-01-15,73.74956917766531
