,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2018-10-01,67.02610485183065,78.11072546569133,41.01575669751138,33.433760172868574,46.987809964174396,70.35155456433773,69.08481476289916,72.65174400244469,86.82360407025533,39.35594575170914,43.732758209925436
2018-10-02,66.63725150492449,75.78779960171005,41.754198448093796,32.54007053660949,47.46741534731344,70.47230066987542,68.85579274387176,72.50062946202041,86.51610679825534,37.98366799480677,43.81819626895931
2018-10-03,66.50156026634112,74.79581011962759,42.65689901877183,32.486650619036446,48.20688882808506,69.95895835139822,67.86582918703125,72.14780317459304,85.62318530758708,39.4089237566489,46.59876101723046
2018-10-04,66.97759529688804,75.85752756884177,41.28058077647771,33.47559645675309,43.45941596816415,71.48335985756566,67.81402729090954,72.90371468628055,85.51804745330107,40.32712671869844,45.05203067217619
2018-10-05,68.14823578024442,76.32757738158934,40.36907805138131,32.80476223843679,43.66646795903509,71.5635782982083,68.05545526309474,74.22450031449262,85.76396279443446,39.668597858646976,44.37027399290368
2018-10-08,69.0277922711985,76.39541650486626,40.83844654446084,32.950667600320386,41.10934875193304,71.04418775137226,68.36521955116109,73.52835082520029,85.46058503610351,40.33368188826256,44.05395788559006
2018-10-09,68.79373571861612,77.21989004434568,41.47656555800362,28.545232168188615,40.4582022176812,71.58867794731681,70.00730329473521,72.32971732215998,78.34886670080267,40.11871234041433,44.45444922988121
2018-10-10,72.67846456432315,85.85718139537012,44.74026419133439,36.21207134047248,45.462255389205865,85.74861555132503,80.3023011926454,82.34926241195531,82.10721203725917,46.67011023770305,34.13284514950258
2018-10-11,73.70571432111875,89.57116958042215,57.273762315433714,36.61537374936095,53.48480934040642,97.11250641533778,87.25811789194651,81.8480880521518,72.29163235386254,57.8369107145143,29.163482038406876
2018-10-12,72.06842571501349,89.68835125897903,58.32753734191657,37.49009296038864,51.01022722709031,96.81651984160861,87.72705220863263,82.65359375927217,72.08835811788175,58.817696714560704,30.156629571319613
2018-10-15,71.12227402369419,89.6794300022797,57.52260208650133,38.382239646514456,52.19418605955079,95.99414864726006,87.61396408550351,81.9636652942793,72.0615549659347,57.884004249285695,30.374868633120975
2018-10-16,72.59901905934453,90.52380645836773,59.5279127851378,37.54675872095463,53.888526269356824,98.81275245280537,89.56666811938416,82.9876660676911,74.52259325904063,60.92130395260941,28.94487787781824
2018-10-17,70.81655847836927,90.68626195865126,59.141293692121174,38.29220696796644,52.59787047899989,98.17485534925257,88.79019083608588,82.93226251144743,75.07086546396171,60.94570385682606,29.01105104131584
2018-10-18,72.07011737751404,91.5633704896829,58.63017004941551,36.70324066438782,54.609754929354224,98.9868950885334,90.02742214546312,83.59177213413835,75.83209071775674,61.059045262253946,28.71550873144396
2018-10-19,72.46253009996735,89.74470353729023,57.14016563234448,36.991539967985226,52.53906498764569,95.38988537281617,89.55374224903208,83.58801559164658,75.45659825310618,61.96445664601971,30.890610352787398
2018-10-22,72.51416083475341,86.63293125775665,56.328835180763036,38.21995904202762,50.77042333346975,97.74430538296362,90.14690449406538,80.53952536936687,75.93336946955264,62.90108524723803,31.056947153447695
2018-10-23,72.35273409784978,86.14342834987934,55.495175885902,39.32304982986063,51.543532024187,98.01987595096777,89.95976584629665,80.5943223086895,76.11403558068211,60.47889539081983,31.61145731760407
2018-10-24,79.09070834466121,90.18484206287647,52.1515225061098,45.31354257612311,53.44438136817817,97.69030138967324,91.56087252792955,85.17989292718228,79.34713682518246,50.423265628684405,32.89949103161975
2018-10-25,80.97640780172807,92.39409391312157,49.93215111414878,47.88318761772309,59.11495047034954,97.53964986367328,88.80074653257554,86.5825381206074,78.32046115420239,48.371858480331625,31.268788729155595
2018-10-26,81.71386007499251,91.57981743872865,54.46028285580694,47.90581770569296,58.704267106835346,98.75068198580982,87.80882206425794,86.71670357456165,75.61347879323439,53.48707782008012,30.475625091974717
2018-10-29,81.99200866864714,91.7090101272935,54.187922882327726,48.6958964661277,56.26897585174493,97.16992741010246,85.78451057283618,86.33901957177073,75.82116121677375,52.4350867583658,32.54932919641696
2018-10-30,83.25338859589931,91.88763884666453,55.750832455361554,50.93009613588406,57.95990848277018,95.85711808632901,86.6404553305199,85.32997397841194,77.32133780316303,53.714914050830004,31.08237052805923
2018-10-31,83.73128080659791,92.10171382000968,54.8645461894352,50.528244853452776,58.079328931723225,93.8485640926864,86.75909707085353,85.85159698015276,77.50307233885526,52.64149531314253,32.826991675871675
2018-11-01,83.20719789805638,92.60806658361967,54.90295006110148,50.09098433899444,57.79460521796977,94.41088879298222,87.6195309125404,85.97090637158026,78.4247423245785,52.57486205140022,32.07673043796895
2018-11-02,83.52194010932169,91.48726071393426,55.284051966275015,50.28228360432156,58.291880724477345,94.94502429137572,88.03971365170557,85.80346597831253,78.27975298845475,52.91987046264494,31.67578781416664
2018-11-05,81.95385236727849,90.93858525394512,56.35705728311821,50.53906832723556,58.359714762599175,95.37664637609177,88.62960511452562,85.2766971925177,78.09070736178134,53.81795526068869,31.698903337966026
2018-11-06,82.10919359161467,91.02028575202851,56.888461528242836,49.41059820683161,58.54371230971365,95.45757153359692,88.79755131902523,85.40993392457972,78.39621639578202,54.22910669740006,31.642389857966087
2018-11-07,81.68124246841023,91.55428840350909,57.02214818251422,49.70015088334194,58.17592008575253,96.30859607552617,88.75051329917137,85.89659045585697,79.32647058525572,56.05228295486388,30.99589149751518
2018-11-08,82.06139900910946,91.01803220491016,57.122997497810914,48.29468918286885,58.13533445969049,96.39279797166009,89.01814732703966,84.50412055856584,79.51112439686457,55.6307196532688,30.948895905478103
2018-11-09,82.41345236698422,91.25524507852712,56.6423951738401,47.21150267719669,58.72719317698502,96.07523434176963,89.33302476827242,84.77942713280424,80.1577365692319,55.664946551981245,30.94197936560508
2018-11-12,82.02954785684163,91.72515330366909,57.23033277279167,48.14168859716835,60.163517384360944,96.18244252776346,90.18265482967742,85.17372503517055,80.40745360800412,54.80823867777284,30.42043173982932
2018-11-13,82.37535419640612,92.20783720709116,57.178030316036896,47.18116223894457,58.987280295157596,96.07361622342667,88.45001673811055,85.53328521459805,80.37191657635927,54.97655631035482,30.436288159662027
2018-11-14,79.97674059210921,92.4783296636224,58.27124939823759,47.56478278693155,59.54815167896929,96.87089606269808,88.14448242325071,85.79204313896173,80.50318901660334,54.27837538915525,30.300209732734572
2018-11-15,79.72331844284425,89.92066740404519,57.87061693696925,48.660024191355284,60.04985282503488,96.99399665136785,88.46037291650848,86.41487592908311,80.83268327005273,53.47501806188545,30.410968595296453
2018-11-16,79.61126705499412,89.70617865039455,56.8503161262511,48.50526759297078,60.39833009120294,97.25633607202467,87.9107415837853,86.23724587009077,80.91134579264566,53.83821124539516,30.67939109255751
2018-11-19,80.55496000951783,90.25464475539341,56.71755543965701,47.19584136714912,59.4538082363384,97.59429700666742,88.68893521191576,86.35895013237044,81.70358399307482,52.26059170113345,30.777177418181545
2018-11-20,79.78735993472971,91.20841935578974,59.53813313273346,49.5797766706294,61.53400928827241,95.40819678440833,89.80932131563884,86.66079033520218,83.15276710090468,54.01270976456779,29.428891366523047
2018-11-21,80.15095117851693,91.32482987287878,59.02460661455307,49.531072319736396,61.78796056385352,93.97584833843729,89.75369964790647,86.80477973271671,82.83770285028042,53.4432580321611,29.987493463373283
2018-11-23,80.4370041983844,91.23864753855325,58.3418096165959,49.12336915050797,62.03723598838921,93.34788028612871,89.01916212887954,87.12085042578082,82.94736500852555,53.42504287539512,30.445690246220515
2018-11-26,80.72565661611438,91.39635830112677,58.001824703266465,49.926008824557044,62.73517274700344,93.193716588109,88.53371876014863,87.39216195727165,82.81457933983117,52.5061756735821,30.60696681143604
2018-11-27,80.57810135137073,91.43782426787324,58.154439037348,49.91000998272825,62.76218482959498,93.12584348211578,88.4618671541702,87.45571138472148,80.74043718309659,52.66238324468536,30.870515440117508
2018-11-28,80.44671594496222,92.53898532278681,58.618410537559356,50.85100462951701,64.89648370326904,94.26556373266214,89.61721309581574,88.62176127726786,80.75994659571008,52.16599896046567,30.117432677287074
2018-11-29,79.91877978261813,92.52884293875591,58.73908168931992,50.682125279360065,64.29130777451904,94.3438151599718,89.58203054774603,88.76388894933704,80.56154742735407,52.14132450237669,30.137946019790753
2018-11-30,79.00039943908499,92.71975548949673,59.40607332556152,50.53524169497102,63.63512540483909,93.85117128224408,90.00967974547528,88.76524733685176,80.83431990959653,52.920003456032994,30.620293398289597
2018-12-03,78.95597044665989,92.91604540527067,59.36521200341732,51.371441400705784,63.47486196698999,90.72245003989374,90.59893139422266,88.46798664502651,81.43205850650327,53.1602482889964,30.281123703991646
2018-12-04,78.53099665410612,94.25757673576058,61.7023471692237,53.9619829802702,69.16941342426726,92.27047252917345,92.91261832152354,88.48274327041142,82.47918818368566,52.00467111195097,27.398320564711682
2018-12-06,78.58540039103386,94.78523795485454,60.84605928404642,54.49554251425827,68.64816142244595,91.97907292900452,93.81751705097804,88.86114575982121,82.7046499595031,48.8763296212663,27.423544441093227
2018-12-07,79.10101394838192,96.12824485804944,61.760348178577196,50.74739545309816,69.6089242212777,93.4078640333653,95.16991018876834,90.19980755022897,83.83794595515452,49.51629459896486,25.076989611411157
2018-12-10,79.19223978039308,96.18511784300298,62.0465664871817,50.37037923016957,68.64058926152236,93.46575587858435,95.12170760897142,89.98649994546604,83.48699222844806,49.13107650875162,25.118692521998668
2018-12-11,79.25172862126097,96.29093370550342,61.11943687049831,50.392008407092675,67.97238128441568,93.37813031182813,95.04637260981076,90.184335701732,83.52079618620193,49.16087461114136,25.334483664488815
2018-12-12,79.50708539714991,96.27133768917184,60.949135458986326,50.67118072285007,68.0145411558586,92.97060245952666,94.86036258416208,90.20763486359152,83.15088740174164,46.69959532531501,26.314874998167458
