Sector,Ticker,Outperformance_Count,N_Observations,Outperformance_Rate,P_Value,Significant
Electric Utilities,WEC,6,22,0.2727272727272727,0.9915497303009033,False
Electrical Components & Equipment,AME,9,22,0.4090909090909091,0.8568606376647949,False
Electrical Components & Equipment,EMR,10,22,0.45454545454545453,0.7382664680480957,False
Electrical Components & Equipment,ETN,13,22,0.5909090909090909,0.2617335319519043,False
Electrical Components & Equipment,GNRC,10,22,0.45454545454545453,0.7382664680480957,False
Electrical Components & Equipment,ROK,8,22,0.36363636363636365,0.9330997467041016,False
Electronic Equipment & Instruments,KEYS,11,22,0.5,0.5840940475463867,False
Electronic Equipment & Instruments,ROP,11,22,0.5,0.5840940475463867,False
Electronic Equipment & Instruments,TDY,12,22,0.5454545454545454,0.4159059524536133,False
Electronic Equipment & Instruments,TRMB,11,22,0.5,0.5840940475463867,False
Electronic Equipment & Instruments,ZBRA,9,22,0.4090909090909091,0.8568606376647949,False
Environmental & Facilities Services,ROL,11,22,0.5,0.5840940475463867,False
Environmental & Facilities Services,RSG,15,22,0.6818181818181818,0.06690025329589844,False
Environmental & Facilities Services,VLTO,1,5,0.2,0.96875,False
Environmental & Facilities Services,WM,7,22,0.3181818181818182,0.9737606048583984,False
Fertilizers & Agricultural Chemicals,CF,17,22,0.7727272727272727,0.00845026969909668,True
Fertilizers & Agricultural Chemicals,CTVA,16,22,0.7272727272727273,0.026239395141601562,True
Fertilizers & Agricultural Chemicals,FMC,5,22,0.22727272727272727,0.9978282451629639,False
Fertilizers & Agricultural Chemicals,MOS,10,22,0.45454545454545453,0.7382664680480957,False
Financial Exchanges & Data,CBOE,18,22,0.8181818181818182,0.002171754837036133,True
Financial Exchanges & Data,CME,10,22,0.45454545454545453,0.7382664680480957,False
Financial Exchanges & Data,FDS,7,22,0.3181818181818182,0.9737606048583984,False
Financial Exchanges & Data,ICE,15,22,0.6818181818181818,0.06690025329589844,False
Financial Exchanges & Data,MCO,14,22,0.6363636363636364,0.14313936233520508,False
Financial Exchanges & Data,MKTX,4,22,0.18181818181818182,0.9995722770690918,False
Financial Exchanges & Data,MSCI,10,22,0.45454545454545453,0.7382664680480957,False
Financial Exchanges & Data,NDAQ,17,22,0.7727272727272727,0.00845026969909668,True
Financial Exchanges & Data,SPGI,13,22,0.5909090909090909,0.2617335319519043,False
Health Care Distributors,CAH,13,22,0.5909090909090909,0.2617335319519043,False
Health Care Distributors,COR,14,22,0.6363636363636364,0.14313936233520508,False
Health Care Distributors,HSIC,3,22,0.13636363636363635,0.9999394416809082,False
Health Care Distributors,MCK,18,22,0.8181818181818182,0.002171754837036133,True
Health Care Equipment,ABT,13,22,0.5909090909090909,0.2617335319519043,False
Health Care Equipment,BAX,0,22,0.0,1.0,False
Health Care Equipment,BDX,5,22,0.22727272727272727,0.9978282451629639,False
Health Care Equipment,BSX,17,22,0.7727272727272727,0.00845026969909668,True
Health Care Equipment,DXCM,12,22,0.5454545454545454,0.4159059524536133,False
Health Care Equipment,EW,9,22,0.4090909090909091,0.8568606376647949,False
Health Care Equipment,GEHC,5,9,0.5555555555555556,0.5,False
Health Care Equipment,HOLX,9,22,0.4090909090909091,0.8568606376647949,False
Health Care Equipment,IDXX,16,22,0.7272727272727273,0.026239395141601562,True
Health Care Equipment,ISRG,17,22,0.7727272727272727,0.00845026969909668,True
Health Care Equipment,MDT,7,22,0.3181818181818182,0.9737606048583984,False
Health Care Equipment,PODD,14,22,0.6363636363636364,0.14313936233520508,False
Health Care Equipment,RMD,14,22,0.6363636363636364,0.14313936233520508,False
Health Care Equipment,RVTY,9,22,0.4090909090909091,0.8568606376647949,False
Health Care Equipment,STE,13,22,0.5909090909090909,0.2617335319519043,False
Health Care Equipment,SYK,16,22,0.7272727272727273,0.026239395141601562,True
Health Care Equipment,TFX,1,22,0.045454545454545456,0.9999997615814209,False
Health Care Equipment,ZBH,7,22,0.3181818181818182,0.9737606048583984,False
Health Care REITs,DOC,3,22,0.13636363636363635,0.9999394416809082,False
Health Care REITs,VTR,13,22,0.5909090909090909,0.2617335319519043,False
Health Care REITs,WELL,18,22,0.8181818181818182,0.002171754837036133,True
Health Care Services,CI,8,22,0.36363636363636365,0.9330997467041016,False
Health Care Services,CVS,8,22,0.36363636363636365,0.9330997467041016,False
Health Care Services,DGX,10,22,0.45454545454545453,0.7382664680480957,False
Health Care Services,DVA,12,22,0.5454545454545454,0.4159059524536133,False
Health Care Services,LH,11,22,0.5,0.5840940475463867,False
Health Care Supplies,ALGN,8,22,0.36363636363636365,0.9330997467041016,False
Health Care Supplies,COO,11,22,0.5,0.5840940475463867,False
Health Care Supplies,WST,14,22,0.6363636363636364,0.14313936233520508,False
Homebuilding,DHI,13,22,0.5909090909090909,0.2617335319519043,False
Homebuilding,LEN,6,22,0.2727272727272727,0.9915497303009033,False
Homebuilding,NVR,7,22,0.3181818181818182,0.9737606048583984,False
Homebuilding,PHM,15,22,0.6818181818181818,0.06690025329589844,False
"Hotels, Resorts & Cruise Lines",ABNB,2,17,0.11764705882352941,0.9998626708984375,False
"Hotels, Resorts & Cruise Lines",BKNG,12,22,0.5454545454545454,0.4159059524536133,False
"Hotels, Resorts & Cruise Lines",CCL,10,22,0.45454545454545453,0.7382664680480957,False
"Hotels, Resorts & Cruise Lines",EXPE,12,22,0.5454545454545454,0.4159059524536133,False
"Hotels, Resorts & Cruise Lines",HLT,12,22,0.5454545454545454,0.4159059524536133,False
"Hotels, Resorts & Cruise Lines",MAR,10,22,0.45454545454545453,0.7382664680480957,False
"Hotels, Resorts & Cruise Lines",NCLH,5,22,0.22727272727272727,0.9978282451629639,False
"Hotels, Resorts & Cruise Lines",RCL,14,22,0.6363636363636364,0.14313936233520508,False
Household Products,CHD,16,22,0.7272727272727273,0.026239395141601562,True
Household Products,CL,15,22,0.6818181818181818,0.06690025329589844,False
Household Products,CLX,5,22,0.22727272727272727,0.9978282451629639,False
Household Products,KMB,9,22,0.4090909090909091,0.8568606376647949,False
Human Resource & Employment Services,ADP,15,22,0.6818181818181818,0.06690025329589844,False
Human Resource & Employment Services,DAY,9,22,0.4090909090909091,0.8568606376647949,False
Human Resource & Employment Services,PAYC,6,22,0.2727272727272727,0.9915497303009033,False
Human Resource & Employment Services,PAYX,13,22,0.5909090909090909,0.2617335319519043,False
IT Consulting & Other Services,ACN,8,22,0.36363636363636365,0.9330997467041016,False
IT Consulting & Other Services,CTSH,8,22,0.36363636363636365,0.9330997467041016,False
IT Consulting & Other Services,EPAM,7,22,0.3181818181818182,0.9737606048583984,False
IT Consulting & Other Services,IBM,13,22,0.5909090909090909,0.2617335319519043,False
IT Consulting & Other Services,IT,16,22,0.7272727272727273,0.026239395141601562,True
Industrial Machinery & Supplies & Components,DOV,9,22,0.4090909090909091,0.8568606376647949,False
Industrial Machinery & Supplies & Components,FTV,1,22,0.045454545454545456,0.9999997615814209,False
Industrial Machinery & Supplies & Components,GWW,17,22,0.7727272727272727,0.00845026969909668,True
Industrial Machinery & Supplies & Components,HUBB,17,22,0.7727272727272727,0.00845026969909668,True
Industrial Machinery & Supplies & Components,IEX,4,22,0.18181818181818182,0.9995722770690918,False
Industrial Machinery & Supplies & Components,IR,17,22,0.7727272727272727,0.00845026969909668,True
Industrial Machinery & Supplies & Components,ITW,7,22,0.3181818181818182,0.9737606048583984,False
Industrial Machinery & Supplies & Components,NDSN,8,22,0.36363636363636365,0.9330997467041016,False
Industrial Machinery & Supplies & Components,OTIS,6,20,0.3,0.9793052673339844,False
Industrial Machinery & Supplies & Components,PH,18,22,0.8181818181818182,0.002171754837036133,True
Industrial Machinery & Supplies & Components,PNR,16,22,0.7272727272727273,0.026239395141601562,True
Industrial Machinery & Supplies & Components,SNA,13,22,0.5909090909090909,0.2617335319519043,False
Industrial Machinery & Supplies & Components,SWK,2,22,0.09090909090909091,0.9999945163726807,False
Industrial Machinery & Supplies & Components,XYL,11,22,0.5,0.5840940475463867,False
Insurance Brokers,AJG,18,22,0.8181818181818182,0.002171754837036133,True
Insurance Brokers,AON,9,22,0.4090909090909091,0.8568606376647949,False
Insurance Brokers,BRO,14,22,0.6363636363636364,0.14313936233520508,False
Insurance Brokers,ERIE,10,22,0.45454545454545453,0.7382664680480957,False
Insurance Brokers,WTW,5,22,0.22727272727272727,0.9978282451629639,False
Interactive Media & Services,GOOG,13,22,0.5909090909090909,0.2617335319519043,False
Interactive Media & Services,GOOGL,13,22,0.5909090909090909,0.2617335319519043,False
Interactive Media & Services,META,11,22,0.5,0.5840940475463867,False
Interactive Media & Services,MTCH,3,22,0.13636363636363635,0.9999394416809082,False
Internet Services & Infrastructure,AKAM,7,22,0.3181818181818182,0.9737606048583984,False
Internet Services & Infrastructure,GDDY,12,22,0.5454545454545454,0.4159059524536133,False
Internet Services & Infrastructure,PLTR,12,18,0.6666666666666666,0.1189422607421875,False
Internet Services & Infrastructure,VRSN,7,22,0.3181818181818182,0.9737606048583984,False
Investment Banking & Brokerage,GS,14,22,0.6363636363636364,0.14313936233520508,False
Investment Banking & Brokerage,MS,13,22,0.5909090909090909,0.2617335319519043,False
Investment Banking & Brokerage,RJF,10,22,0.45454545454545453,0.7382664680480957,False
Investment Banking & Brokerage,SCHW,9,22,0.4090909090909091,0.8568606376647949,False
Life & Health Insurance,AFL,15,22,0.6818181818181818,0.06690025329589844,False
Life & Health Insurance,GL,11,22,0.5,0.5840940475463867,False
Life & Health Insurance,MET,12,22,0.5454545454545454,0.4159059524536133,False
Life & Health Insurance,PFG,11,22,0.5,0.5840940475463867,False
Life & Health Insurance,PRU,10,22,0.45454545454545453,0.7382664680480957,False
Life Sciences Tools & Services,A,10,22,0.45454545454545453,0.7382664680480957,False
Life Sciences Tools & Services,CRL,12,22,0.5454545454545454,0.4159059524536133,False
Life Sciences Tools & Services,DHR,12,22,0.5454545454545454,0.4159059524536133,False
Life Sciences Tools & Services,IQV,10,22,0.45454545454545453,0.7382664680480957,False
Life Sciences Tools & Services,MTD,16,22,0.7272727272727273,0.026239395141601562,True
Life Sciences Tools & Services,TECH,5,22,0.22727272727272727,0.9978282451629639,False
Life Sciences Tools & Services,TMO,12,22,0.5454545454545454,0.4159059524536133,False
Life Sciences Tools & Services,WAT,15,22,0.6818181818181818,0.06690025329589844,False
Managed Health Care,CNC,6,22,0.2727272727272727,0.9915497303009033,False
Managed Health Care,ELV,12,22,0.5454545454545454,0.4159059524536133,False
Managed Health Care,HUM,8,22,0.36363636363636365,0.9330997467041016,False
Managed Health Care,MOH,14,22,0.6363636363636364,0.14313936233520508,False
Managed Health Care,UNH,15,22,0.6818181818181818,0.06690025329589844,False
Movies & Entertainment,DIS,3,22,0.13636363636363635,0.9999394416809082,False
Movies & Entertainment,LYV,12,22,0.5454545454545454,0.4159059524536133,False
Movies & Entertainment,NFLX,13,22,0.5909090909090909,0.2617335319519043,False
Multi-Family Residential REITs,AVB,9,22,0.4090909090909091,0.8568606376647949,False
Multi-Family Residential REITs,CPT,14,22,0.6363636363636364,0.14313936233520508,False
Multi-Family Residential REITs,EQR,9,22,0.4090909090909091,0.8568606376647949,False
Multi-Family Residential REITs,ESS,10,22,0.45454545454545453,0.7382664680480957,False
Multi-Family Residential REITs,MAA,15,22,0.6818181818181818,0.06690025329589844,False
Multi-Family Residential REITs,UDR,4,22,0.18181818181818182,0.9995722770690918,False
Multi-Utilities,AEE,10,22,0.45454545454545453,0.7382664680480957,False
Multi-Utilities,CMS,9,22,0.4090909090909091,0.8568606376647949,False
Multi-Utilities,CNP,18,22,0.8181818181818182,0.002171754837036133,True
Multi-Utilities,D,4,22,0.18181818181818182,0.9995722770690918,False
Multi-Utilities,DTE,13,22,0.5909090909090909,0.2617335319519043,False
Multi-Utilities,ED,11,22,0.5,0.5840940475463867,False
Multi-Utilities,NEE,9,22,0.4090909090909091,0.8568606376647949,False
Multi-Utilities,NI,14,22,0.6363636363636364,0.14313936233520508,False
Multi-Utilities,PCG,12,22,0.5454545454545454,0.4159059524536133,False
Multi-Utilities,PNW,10,22,0.45454545454545453,0.7382664680480957,False
Multi-Utilities,SRE,12,22,0.5454545454545454,0.4159059524536133,False
Multi-Utilities,XEL,6,22,0.2727272727272727,0.9915497303009033,False
Multi-line Insurance,AIG,9,22,0.4090909090909091,0.8568606376647949,False
Multi-line Insurance,AIZ,9,22,0.4090909090909091,0.8568606376647949,False
Multi-line Insurance,L,11,22,0.5,0.5840940475463867,False
Oil & Gas Equipment & Services,BKR,14,22,0.6363636363636364,0.14313936233520508,False
Oil & Gas Equipment & Services,HAL,9,22,0.4090909090909091,0.8568606376647949,False
Oil & Gas Equipment & Services,SLB,7,22,0.3181818181818182,0.9737606048583984,False
Oil & Gas Exploration & Production,APA,8,22,0.36363636363636365,0.9330997467041016,False
Oil & Gas Exploration & Production,COP,7,22,0.3181818181818182,0.9737606048583984,False
Oil & Gas Exploration & Production,CTRA,6,22,0.2727272727272727,0.9915497303009033,False
Oil & Gas Exploration & Production,DVN,8,22,0.36363636363636365,0.9330997467041016,False
Oil & Gas Exploration & Production,EOG,5,22,0.22727272727272727,0.9978282451629639,False
Oil & Gas Exploration & Production,EQT,13,22,0.5909090909090909,0.2617335319519043,False
Oil & Gas Exploration & Production,FANG,13,22,0.5909090909090909,0.2617335319519043,False
Oil & Gas Exploration & Production,OXY,7,22,0.3181818181818182,0.9737606048583984,False
Oil & Gas Exploration & Production,TPL,13,22,0.5909090909090909,0.2617335319519043,False
Oil & Gas Refining & Marketing,MPC,19,22,0.8636363636363636,0.0004277229309082031,True
Oil & Gas Refining & Marketing,PSX,7,22,0.3181818181818182,0.9737606048583984,False
Oil & Gas Refining & Marketing,VLO,10,22,0.45454545454545453,0.7382664680480957,False
Oil & Gas Storage & Transportation,KMI,6,22,0.2727272727272727,0.9915497303009033,False
Oil & Gas Storage & Transportation,OKE,4,22,0.18181818181818182,0.9995722770690918,False
Oil & Gas Storage & Transportation,TRGP,19,22,0.8636363636363636,0.0004277229309082031,True
Oil & Gas Storage & Transportation,WMB,10,22,0.45454545454545453,0.7382664680480957,False
Packaged Foods & Meats,CAG,8,22,0.36363636363636365,0.9330997467041016,False
Packaged Foods & Meats,CPB,8,22,0.36363636363636365,0.9330997467041016,False
Packaged Foods & Meats,GIS,10,22,0.45454545454545453,0.7382664680480957,False
Packaged Foods & Meats,HRL,6,22,0.2727272727272727,0.9915497303009033,False
Packaged Foods & Meats,HSY,13,22,0.5909090909090909,0.2617335319519043,False
Packaged Foods & Meats,KHC,11,22,0.5,0.5840940475463867,False
Packaged Foods & Meats,LW,10,22,0.45454545454545453,0.7382664680480957,False
Packaged Foods & Meats,MDLZ,16,22,0.7272727272727273,0.026239395141601562,True
Packaged Foods & Meats,MKC,13,22,0.5909090909090909,0.2617335319519043,False
Packaged Foods & Meats,SJM,14,22,0.6363636363636364,0.14313936233520508,False
Packaged Foods & Meats,TSN,15,22,0.6818181818181818,0.06690025329589844,False
Paper & Plastic Packaging Products & Materials,AMCR,6,22,0.2727272727272727,0.9915497303009033,False
Paper & Plastic Packaging Products & Materials,AVY,13,22,0.5909090909090909,0.2617335319519043,False
Paper & Plastic Packaging Products & Materials,IP,10,22,0.45454545454545453,0.7382664680480957,False
Paper & Plastic Packaging Products & Materials,PKG,15,22,0.6818181818181818,0.06690025329589844,False
Paper & Plastic Packaging Products & Materials,SW,12,22,0.5454545454545454,0.4159059524536133,False
Passenger Airlines,DAL,14,22,0.6363636363636364,0.14313936233520508,False
Passenger Airlines,LUV,5,22,0.22727272727272727,0.9978282451629639,False
Passenger Airlines,UAL,15,22,0.6818181818181818,0.06690025329589844,False
Personal Care Products,EL,7,22,0.3181818181818182,0.9737606048583984,False
Personal Care Products,KVUE,4,7,0.5714285714285714,0.5,False
Personal Care Products,PG,16,22,0.7272727272727273,0.026239395141601562,True
Pharmaceuticals,BMY,8,22,0.36363636363636365,0.9330997467041016,False
Pharmaceuticals,JNJ,7,22,0.3181818181818182,0.9737606048583984,False
Pharmaceuticals,LLY,20,22,0.9090909090909091,6.0558319091796875e-05,True
Pharmaceuticals,MRK,8,22,0.36363636363636365,0.9330997467041016,False
Pharmaceuticals,PFE,7,22,0.3181818181818182,0.9737606048583984,False
Pharmaceuticals,VTRS,5,22,0.22727272727272727,0.9978282451629639,False
Pharmaceuticals,ZTS,12,22,0.5454545454545454,0.4159059524536133,False
Property & Casualty Insurance,ACGL,9,22,0.4090909090909091,0.8568606376647949,False
Property & Casualty Insurance,ALL,9,22,0.4090909090909091,0.8568606376647949,False
Property & Casualty Insurance,CB,6,22,0.2727272727272727,0.9915497303009033,False
Property & Casualty Insurance,CINF,8,22,0.36363636363636365,0.9330997467041016,False
Property & Casualty Insurance,HIG,13,22,0.5909090909090909,0.2617335319519043,False
Property & Casualty Insurance,PGR,15,22,0.6818181818181818,0.06690025329589844,False
Property & Casualty Insurance,TRV,7,22,0.3181818181818182,0.9737606048583984,False
Property & Casualty Insurance,WRB,12,22,0.5454545454545454,0.4159059524536133,False
Rail Transportation,CSX,10,22,0.45454545454545453,0.7382664680480957,False
Rail Transportation,NSC,13,22,0.5909090909090909,0.2617335319519043,False
Rail Transportation,UNP,9,22,0.4090909090909091,0.8568606376647949,False
Regional Banks,CFG,13,22,0.5909090909090909,0.2617335319519043,False
Regional Banks,FITB,13,22,0.5909090909090909,0.2617335319519043,False
Regional Banks,HBAN,8,22,0.36363636363636365,0.9330997467041016,False
Regional Banks,KEY,8,22,0.36363636363636365,0.9330997467041016,False
Regional Banks,MTB,9,22,0.4090909090909091,0.8568606376647949,False
Regional Banks,RF,13,22,0.5909090909090909,0.2617335319519043,False
Restaurants,CMG,15,22,0.6818181818181818,0.06690025329589844,False
Restaurants,DPZ,10,22,0.45454545454545453,0.7382664680480957,False
Restaurants,DRI,12,22,0.5454545454545454,0.4159059524536133,False
Restaurants,MCD,9,22,0.4090909090909091,0.8568606376647949,False
Restaurants,SBUX,6,22,0.2727272727272727,0.9915497303009033,False
Restaurants,YUM,12,22,0.5454545454545454,0.4159059524536133,False
Retail REITs,FRT,2,22,0.09090909090909091,0.9999945163726807,False
Retail REITs,KIM,12,22,0.5454545454545454,0.4159059524536133,False
Retail REITs,O,8,22,0.36363636363636365,0.9330997467041016,False
Retail REITs,REG,14,22,0.6363636363636364,0.14313936233520508,False
Retail REITs,SPG,14,22,0.6363636363636364,0.14313936233520508,False
Semiconductor Materials & Equipment,AMAT,12,22,0.5454545454545454,0.4159059524536133,False
Semiconductor Materials & Equipment,ENPH,10,22,0.45454545454545453,0.7382664680480957,False
Semiconductor Materials & Equipment,KLAC,16,22,0.7272727272727273,0.026239395141601562,True
Semiconductor Materials & Equipment,LRCX,10,22,0.45454545454545453,0.7382664680480957,False
Semiconductor Materials & Equipment,TER,1,22,0.045454545454545456,0.9999997615814209,False
Semiconductors,ADI,7,22,0.3181818181818182,0.9737606048583984,False
Semiconductors,AMD,11,22,0.5,0.5840940475463867,False
Semiconductors,AVGO,16,22,0.7272727272727273,0.026239395141601562,True
Semiconductors,FSLR,10,22,0.45454545454545453,0.7382664680480957,False
Semiconductors,INTC,3,22,0.13636363636363635,0.9999394416809082,False
Semiconductors,MCHP,4,22,0.18181818181818182,0.9995722770690918,False
Semiconductors,MPWR,11,22,0.5,0.5840940475463867,False
Semiconductors,MU,10,22,0.45454545454545453,0.7382664680480957,False
Semiconductors,NVDA,16,22,0.7272727272727273,0.026239395141601562,True
