,Aerospace & Defense,Air Freight & Logistics,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Automobile Manufacturers,Automotive Retail,Biotechnology,Broadcasting,Building Products,Casinos & Gaming,Communications Equipment,Construction Machinery & Heavy Transportation Equipment,Consumer Finance,Consumer Staples Merchandise Retail,Distributors,Diversified Banks,Diversified Support Services,Electric Utilities,Electrical Components & Equipment,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Health Care Distributors,Health Care Equipment,Health Care REITs,Health Care Services,Health Care Supplies,Homebuilding,"Hotels, Resorts & Cruise Lines",Household Products,Human Resource & Employment Services,IT Consulting & Other Services,Industrial Machinery & Supplies & Components,Insurance Brokers,Interactive Media & Services,Internet Services & Infrastructure,Investment Banking & Brokerage,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Movies & Entertainment,Multi-Family Residential REITs,Multi-Utilities,Multi-line Insurance,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Passenger Airlines,Personal Care Products,Pharmaceuticals,Property & Casualty Insurance,Rail Transportation,Regional Banks,Restaurants,Retail REITs,Semiconductor Materials & Equipment,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialty Chemicals,Systems Software,"Technology Hardware, Storage & Peripherals",Telecom Tower REITs,Transaction & Payment Processing Services
Consumer Staples Merchandise Retail,0.6929346999990884,0.15495105975036755,0.6866471339283649,0.18376882581557688,0.25686071268484134,0.8404518394108675,0.348529002349918,0.21016108531307046,0.6930957924494914,0.26176053011616873,0.8022167779940539,0.4743140158143129,0.6457728790657387,0.7361129434858773,1.0,0.5167434555881121,0.6939820152816889,0.30611210234216885,0.41347845723861903,0.753303590264476,0.8369418580008314,0.18531909289163148,0.0023120722375176116,0.06752123749664965,0.4206552778837554,0.25554345608093537,0.7234410520391814,0.7417134926982738,0.6756768735762873,0.07501284218504807,0.6598605468221961,0.15189500418227886,0.7532435455872322,0.07582394995119851,0.5161356603124325,0.5229235748865422,0.26150327432961445,0.16106369584502853,0.8341369317690606,0.859104896518014,0.020295944806783518,0.4789684712861749,0.2984600071885674,0.22957338455416917,0.05498486248315779,0.9013389645306992,0.10034916104551059,0.1755460221955771,0.199479043095517,0.3205970116632855,0.17859403490170286,0.32778097742870166,0.3964258926433819,0.14780024467522077,0.36867894127075174,0.8538277422822407,0.3298021222467871,0.9222614111719217,0.14767549676033756,0.5544071748271093,0.8590954373271169,0.4849757594648192,0.011575906948886475,0.34566382923226313,0.3398126185294552,0.7613678421991982,0.09076132670712976,0.2253546184185292
Distributors,0.10278458205969876,0.7911173791099461,0.5331278124156923,0.1548805660293361,0.645810386938711,0.40060536763957055,0.12052966843874463,0.41528872652953125,0.33277439451974844,0.22922454916694582,0.6340942350807202,0.0292844333643433,0.2029789031813044,0.23564569757560458,0.2377840935174905,1.0,0.32702326165555284,0.6635380923862421,0.022616592091325563,0.5532121448305669,0.5886746099192989,0.12669515697841371,0.9590080998589104,0.6045976650275737,0.23840176845023867,0.3605911269819393,0.05554030018037782,0.1097765859200607,0.9089054264562125,0.03101047442605804,0.12225140987649877,0.8193756863960765,0.8446200918649398,0.3359362775542029,0.2830220526981581,0.41701630696996816,0.25790798124802455,0.7431653695003292,0.8352050755797045,0.4230214255760112,0.9656327860970538,0.06119575292652316,0.6625296455370321,0.2537059599500844,0.11763837930999868,0.31802707778131367,0.4832351170854621,0.9723858930007905,0.4986265001405151,0.7295764583669189,0.5472345858477619,0.6176718278605191,0.06536271211582886,0.48273250605088525,0.002633253986755883,0.22367885191936565,0.22562063433230123,0.5744462720449556,0.1063642430285475,0.015253822603390005,0.7619355725188388,0.09244136278228009,0.14979310956054234,0.3015268389383815,0.3292654461906792,0.4376690713580512,0.5530854155712859,0.8553644132750992
Diversified Banks,0.5734124180247804,0.4522367495217149,0.8205214041905607,0.6913366920289702,0.9102912439716152,0.294874247807442,0.7927525136585613,0.09134654419670499,0.908140769370576,0.08945965921992775,0.5677406214653216,0.14165251007108084,0.8554379009427855,0.7552953440212298,0.19488264168325867,0.912390520541703,1.0,0.47762293328888933,0.295460129672361,0.6177502767546486,0.2985962438921176,0.3123691529592901,0.6781405318481859,0.6892236333272509,0.028037929407622234,0.8786802346935748,0.28677435540790386,0.5377016331608302,0.7727222135315875,0.42326656811264707,0.6600578265749341,0.6202542275476981,0.6596484352322458,0.7682120887832529,0.6706205843555806,0.9230991638772319,0.7335365409779298,0.1444315649546384,0.550299303415613,0.8992958939038702,0.9725931884227563,0.06443372379579705,0.18639350074745586,0.4447177009030508,0.27630967973312315,0.39956104421278277,0.2602399815008533,0.46325217891777315,0.7463617438798729,0.33949358118110246,0.502640973023371,0.2259058829311234,0.2398017540178117,0.9415111460943425,0.06092000793208295,0.4816152292514858,0.9216323170301999,0.2670945005585033,0.09880590627372762,0.4939863410671007,0.7783469003421635,0.7837632424405487,0.9909007722335481,0.40710027899134216,0.5909125160600861,0.5009530025723019,0.7792545775407158,0.060778675374867926
Diversified Support Services,0.025733803393794597,0.1887336380590711,0.8679656361284093,0.2782647305089285,0.6098138972942257,0.7323536228940937,0.8589124294349874,0.5369812878400875,0.07958540008696173,0.5271552286913458,0.059986058745471964,0.1842444593636436,0.05983490817848569,0.13835233501650315,0.034362066609994975,0.45850379082602477,0.049947374538240115,1.0,0.0017479843401076293,0.2209382453672953,0.36814989820118893,0.1399487373479574,0.0541484355697424,0.6477244668723604,0.1888369525936799,0.3290123787721209,0.0024508753085208386,0.05042645463359877,0.3996482573216076,0.42346179354924873,0.20540005820292936,0.5490750334198913,0.5877117258555005,0.6418200029055658,0.08425566700661116,0.7371723642782378,0.603800258940854,0.4433868190497704,0.14063667163835764,0.07573357419916442,0.7954900248848924,0.16665191509521685,0.7386671068301525,0.25091933128233346,0.0016894172910966849,0.08722445894778359,0.035637770913291865,0.14682866790976606,0.11518064844869862,0.14667256581544558,0.2355890420797749,0.18228115361341696,0.030495801523026597,0.2899711613011431,0.0058701690880557265,0.07596482829906709,0.06803414633292909,0.09482687816661992,0.2201696497953547,0.03131232707994937,0.18104740892050972,0.5095051825873397,0.0023393960538392817,0.21940751343888756,0.6125838580909206,0.32656466905680526,0.602617675327817,0.5380940056753468
Electric Utilities,0.6741820694156131,0.8573094156567231,0.5070734199635286,0.9507742337928271,0.672863749361361,0.7634769717269212,0.3204068884356264,0.4997795513721659,0.46344694198292796,0.8882898469559455,0.18990002279205095,0.5843318920088814,0.08956059436908924,0.7626273573251028,0.12000808161270737,0.375610390909626,0.48433191035085643,0.6205398301350633,1.0,0.5243353714856969,0.9402489817180869,0.09617346908570315,0.2966731338688778,0.6673648455262784,0.8747917290678409,0.7842908070823216,0.4885151606788215,0.5531154498225641,0.2139360937598992,0.5744415164665817,0.7186229333161944,0.6778222398495298,0.5621326317365649,0.5606226887330776,0.3745618990268146,0.37629539453396227,0.8574971121517121,0.5537832003812376,0.6218499883003753,0.7496650669746258,0.8799475669503228,0.26020835218811555,0.478154529997506,0.18538780455879905,0.31347248469588374,0.6237994510308276,0.2389534999372356,0.5534597849140064,0.3520835618558038,0.854031728901496,0.03742979463521622,0.5775309017487222,0.5701668456107889,0.8793898146680955,0.45174502582126175,0.3295920352981832,0.5331894256578564,0.6729246059104639,0.6756531654143485,0.9702853909470613,0.5449232056710105,0.8484106290431506,0.6230445654195405,0.7938330580868731,0.865600379205103,0.6365545423738076,0.7639906300490769,0.3725407533029728
Electrical Components & Equipment,0.26802656088782423,0.5444381123579685,0.597254065815048,0.7445538203156548,0.4181207673385422,0.7970342163581856,0.7224871495031691,0.7656861585765449,0.6144307166818476,0.00953452130823112,0.6757731276678509,0.044538876369555454,0.795763238548494,0.4707511218484688,0.2756246762079038,0.6525161583919448,0.3674318883725507,0.5061083883531245,0.0012149265854516844,1.0,0.07014308233469616,0.18013264366629353,0.16921418176546246,0.31722361712719377,0.27680443592284953,0.6709411367036952,0.29759387410985744,0.6816338057804188,0.37926703705967224,0.14808730716069468,0.7593134103729167,0.2621841527808523,0.45551005539608996,0.2743821176259419,0.3216413105984404,0.33767978916069413,0.6778670339608432,0.6822245199784331,0.7181982476181592,0.33267536444839024,0.6631617532462859,0.1400000220361766,0.5821560241664772,0.042028233184789765,0.023453991517947033,0.4848421285809584,0.27602347609469735,0.5212588284081765,0.7888288981115422,0.34900468012583613,0.4240536842574552,0.6292117123941905,0.13114747752955105,0.6157074055015311,0.22789971234038323,0.21979913667680934,0.20689922938103147,0.6881279137322975,0.01790577329435415,0.07081285958361501,0.1815660633098742,0.5063435218999175,0.652975186267664,0.05453658574470969,0.5503094299433042,0.4789017972537468,0.14892622516344506,0.20298813296441137
Electronic Equipment & Instruments,0.08930927968452426,0.3052067405078364,0.657737401317095,0.8337279033278862,0.26428009977776734,0.4804753762466933,0.1442176311498088,0.34885109001042514,0.5799811125118453,0.4485323225921516,0.1357439779433322,0.030791090800690642,0.5731528190310359,0.29896534606006736,0.5112150768688384,0.2779541202226854,0.2496182318594735,0.40457908131908293,0.027194521070159614,0.47919341132379445,1.0,0.628463979296528,0.23760354715898202,0.8591303567684165,0.0160824414025523,0.6386284797535453,0.14362990961593958,0.061259171488943866,0.3019173910607223,0.9466957445067931,0.43284974945882393,0.9649001340470637,0.2683571273835326,0.38195022513653537,0.40016145892432,0.2339800453819984,0.5527557102174232,0.8002636967941297,0.5273139655361049,0.16054521186021983,0.30951649688173916,0.059419604346837324,0.9307012303075345,0.11656671121929486,0.24561212906036511,0.1646391822484722,0.06376087322315756,0.08995663133281881,0.07477181070600183,0.08261660953223346,0.09607109755511604,0.21755303245014423,0.37322640262238016,0.7169366788157998,0.14250007372395931,0.10342724681145037,0.11775337919728658,0.45429226846395854,0.22277636579036197,0.03801073438391876,0.8079467025634848,0.3303692141629667,0.3328874920241688,0.7908558322971415,0.29659212501694515,0.3756904827363352,0.6897118820801593,0.021474846090300065
Environmental & Facilities Services,0.583853169581245,0.9625875250548527,0.3178133756938888,0.33822132593179727,0.03496196449205551,0.7471784802454928,0.47940962370160844,0.3809734780068859,0.4158778758588098,0.28779773079780174,0.45304258866818836,0.7121787266834385,0.20078681380757443,0.5851594085825035,0.7310631298665571,0.39467658372985986,0.7362294717233682,0.060483405098476335,0.06594502474389169,0.4145596309503903,0.3293751617714124,1.0,0.13446012920707837,0.13576781086529865,0.25544311223968563,0.32531977715028737,0.68046608924535,0.07914291243612712,0.5669832799422869,0.40299236646832187,0.8637617253135913,0.6345845282729601,0.15467642411929233,0.061742280333115636,0.40530428270074625,0.049423488292434356,0.6072940068139856,0.7850030927384626,0.6706368315246866,0.28676091939129045,0.44485119623871666,0.1756857297332919,0.4726923738127286,0.9177888808226623,0.04823597231688794,0.557513451464549,0.4866548902662924,0.6673078479140404,0.6003158356345527,0.750795356894305,0.282933500853421,0.04126984202441312,0.4686697321724467,0.6802936788244918,0.041505376862333763,0.5621409682149334,0.22560083465391606,0.6869861319501296,0.6049203510789289,0.8363153301945079,0.3306864468024494,0.7685507492964564,0.114440717464564,0.3484211620788686,0.4330475788611722,0.49816127896041607,0.4817329955604306,0.043936559321115
Fertilizers & Agricultural Chemicals,0.24740837947915348,0.05856182804070095,0.4491760195894783,0.5945663131174448,0.8359019599211784,0.08408292084987048,0.5068474132517244,0.3836419218642853,0.8061553130293785,0.6369753077021889,0.5929837087315672,0.7853006911476769,0.569249388866736,0.8535281964582015,0.30220523306271,0.4198317516223043,0.8087842511392382,0.6306893593238699,0.5049395532470227,0.5514016612151013,0.3489689042548342,0.13170537734196225,1.0,0.3448296300924413,0.20894088980103676,0.43176436069745194,0.603261729097184,0.453694836900946,0.5095653388314932,0.8071976385581304,0.6658409334072579,0.17422779942315358,0.4028954664917319,0.1477365518388836,0.77831930012121,0.6584811342287247,0.6061443635183492,0.8668668806296546,0.6663893830155247,0.9494065555027975,0.05286324047281212,0.08772154519058219,0.6016837867369104,0.11472144062818121,0.15697173492473904,0.48037689920213833,0.4817942766390996,0.6315653497397404,0.09850153185767375,0.5271591023666113,0.6463733702343106,0.6202782239248512,0.6634708984413898,0.06521364993825982,0.21686550266329563,0.5657037821787483,0.24722524632411516,0.7538234708872364,0.09704995693309523,0.49784987312224305,0.4585404286543396,0.5398517173999968,0.03605361044459434,0.23414472690863378,0.8588247335873278,0.2583504757667491,0.22754423601802862,0.7776285985849961
Financial Exchanges & Data,0.1509313450487011,0.33353477892831573,0.6565359385218641,0.22804058389617268,0.14901260035674568,0.7913048731275131,0.8465508585218072,0.873979682909285,0.5992850194368704,0.39981890675319554,0.2225043646548418,0.5374382389950325,0.12361947759606555,0.2696689839038503,0.37429129816202455,0.47648486011234026,0.5182733119094973,0.13810977087627677,0.030278350292708225,0.15282628326104367,0.5105703122960413,0.4220035970127697,0.009233981525115951,1.0,0.10247613269188659,0.4442538428625147,0.13612684156765562,0.14369407035470025,0.3629635774361774,0.9674388353138433,0.4764698677535165,0.9051986995787613,0.6945970699067903,0.5404219459637517,0.10712432803384797,0.8040827340367256,0.7714209525441861,0.34970410110067685,0.6069592191371647,0.35121065741451285,0.8328983972255588,0.4585450644710033,0.04888680686546427,0.5458363674811508,0.026482331468155137,0.41862381371717805,0.10293671982675759,0.1442625604299851,0.10681018718498256,0.17632807840427636,0.07619606686390325,0.3121428358861681,0.30987939991597563,0.6116733899217442,0.04116181893284151,0.26488912539932635,0.012649614400262252,0.36381997201550487,0.7836161468102689,0.16412043815308416,0.46148133497092525,0.6801090589859393,0.012762940642262756,0.13003599914858377,0.6246938943622461,0.5515213866465458,0.5739561291869316,0.04108806256002451
Health Care Distributors,0.46194954187074266,0.5463374020239078,0.22460795562330063,0.561379488793348,0.4648788324872604,0.2302915585422215,0.34171758856757306,0.14633277956826302,0.27855899182084043,0.409478397452095,0.7508215621695098,0.3188669672913694,0.13527537311746038,0.8724519422103032,0.7623368641971948,0.6699360871362403,0.6095773040785782,0.38500417026304445,0.505878328219238,0.34048922290246897,0.7277875651454071,0.524303472375766,0.4154049054553598,0.6040826000740993,1.0,0.4700746880694621,0.32186423063974456,0.7143167416669043,0.96183072927661,0.692721358194929,0.6384868691851477,0.34198128825611623,0.13012607597655323,0.1998296999565978,0.6808721030401124,0.2389230924612738,0.715725632818893,0.1153948531254618,0.6917068437666117,0.16561363606962828,0.7315600606705653,0.7138790099030399,0.546202880521163,0.6526541947998528,0.6832271389479494,0.12069398121426649,0.09421764130872468,0.11587655248381816,0.19942440837916975,0.10801300516491608,0.461001372347575,0.29236562719440956,0.777684323270549,0.25912269144051625,0.06191297820735581,0.6370712469855337,0.7554134004447083,0.6194586801946009,0.2674809796893782,0.4048180081676334,0.303416469438967,0.7780484862234092,0.5952444184804309,0.44528531412987427,0.8024984882430991,0.9075684957493811,0.9420221720513895,0.325823808383412
Health Care Equipment,0.38862464186111945,0.4760532297671412,0.34480561127790477,0.06052622104437557,0.3016651458837622,0.2960231969033161,0.5209245950285416,0.8941464292732257,0.11386358791140096,0.3682594461771814,0.7858650834991728,0.23456677664789652,0.1631221564275698,0.6751095525221107,0.33174379937169346,0.5634334659131173,0.5552181215994907,0.2744551743692364,0.1178093615636154,0.4741367668065721,0.5533612492202789,0.6299167817932747,0.11881502604037711,0.19766828157533356,0.04220255500608215,1.0,0.11356101175179893,0.2589502077525773,0.8335535198780685,0.2031120196231852,0.8422601915483033,0.707559283356779,0.4542745836611779,0.7398784354192007,0.8072134978318981,0.7449239022125342,0.45705401281129937,0.7819768672490963,0.9094444613402759,0.40876985992370507,0.5055707394920497,0.46666620181635965,0.08423185066381082,0.2527817289810429,0.032466676364359195,0.2794996540978847,0.13604756097594795,0.3020084960986189,0.3996132000996253,0.3848529311773293,0.4412345265307147,0.31276255666455066,0.16262211511656796,0.855390781181572,0.0016872263895399886,0.43402471237742735,0.2080444983572275,0.7122101842454356,0.19435317286591877,0.3610362822776462,0.6309171608991044,0.675707123743624,0.04705033260368071,0.7852528340119864,0.4432366054179582,0.3307897463169817,0.5150758049648471,0.05818958254654993
Health Care REITs,0.6770864088722557,0.39400560779715477,0.35284034242919526,0.2457855656711392,0.12323631274473262,0.1631539089103125,0.5042750715139692,0.0491451310494649,0.41348265057906586,0.0214654078522932,0.35166321896783653,0.03170509501584642,0.18540783745426104,0.22976143092340975,0.002628197263379671,0.37355085174905256,0.1262554029505062,0.2573868328383379,0.8591856174025452,0.01844562359208893,0.028777816890248494,0.3496850622347932,0.35465746648307245,0.11757221901839802,0.6365004614679585,0.03958433326176438,1.0,0.022604248332805898,0.12170715718455015,0.3080563265800404,0.12265508791260371,0.2616796573299932,0.6647551147987938,0.20248011079939854,0.03603592034606308,0.32211924008646275,0.04870323750443074,0.16062760398857376,0.13125424539485445,0.24287896115798976,0.1275526253689943,0.004232131110579903,0.01608876516801069,0.6663092582018562,0.8649145597135544,0.5211375710548224,0.15684023853494836,0.3278247549568674,0.5145871637947992,0.7421301687621713,0.06514167360215492,0.18240941671716002,0.42666101218402347,0.29581342662978977,0.1487036304276051,0.510902212290376,0.5387481468342136,0.4637124739068817,0.12053625420885125,0.804171722058622,0.041772501650970885,0.03974927467675704,0.1861647420471777,0.035558487977537113,0.3596254182887385,0.13320294409555822,0.3604814373996019,0.0549068464460006
Health Care Services,0.3704358763206328,0.12816831583715924,0.38221091611251423,0.16428093415675835,0.42337184246571,0.33562219939466104,0.709253658552259,0.055261691067070476,0.7922786632319776,0.6687135621976649,0.1891977345609344,0.6842049923642536,0.25927763974047385,0.5699794239713017,0.8803397976677001,0.34439851234610125,0.7249714877496982,0.30922822003581346,0.21465796298543866,0.666531598488622,0.47396404641695866,0.45987619191441154,0.3609811305377676,0.27423456853846073,0.5111516956255729,0.20809431977972961,0.36180849714098656,1.0,0.10455021608240292,0.23570782455223555,0.8583895599018432,0.34734771849501944,0.6181912412095625,0.058382581747465426,0.32562314782229895,0.1383974514459491,0.41542991366974114,0.5118123973089245,0.42282303820604017,0.4463982421567942,0.01923848456370784,0.13082041789079155,0.5874515340206852,0.6834880569776451,0.8883920215638322,0.5578714457574568,0.7105994955333215,0.34616938152658094,0.8232908421104764,0.7099214599203685,0.04048456406615694,0.2645751932396396,0.6785609397953327,0.4435130812733459,0.06745298980919799,0.16048965619584263,0.8806687562819249,0.35729185339660785,0.447255062393411,0.8825480907734222,0.7271262602115728,0.17751385201464345,0.16325888538931532,0.4168958720026605,0.23724513945344824,0.4775622644057096,0.6288473923629023,0.051394909688903215
Health Care Supplies,0.47433717465912045,0.23691335857266657,0.09704391779053417,0.42446453103591664,0.6295514071010779,0.8760486215680395,0.8014434720936997,0.23584074156937915,0.342802441716224,0.3638642301982431,0.6567844415016036,0.35417878372974565,0.7350307649489187,0.17109826207550036,0.2563584576127563,0.9511887867247725,0.2636874303573645,0.5846590791485873,0.06281030681696516,0.9213395823772362,0.5762875511098093,0.29644523758438823,0.29368973033651613,0.28896086969343093,0.15782726166440642,0.30945252120740735,0.050123727186868805,0.40204273674081903,1.0,0.21837544750162005,0.11786817810833151,0.2130777092125939,0.0949782655611674,0.13173249420129146,0.894251253698499,0.2449037904775184,0.36216042987544184,0.3061743323342525,0.5459870130933424,0.3450641183721844,0.39194288305499725,0.2987644034633025,0.45105792662357336,0.041785263446795305,0.026960073593711695,0.25014586926587634,0.4520020275939668,0.24920324765574906,0.40716474256201274,0.2308603625455372,0.43771549686290734,0.857718206714311,0.14010550075472117,0.11082006615053472,0.32779053943238246,0.14307140279031777,0.2976951456515221,0.28035588666519845,0.18871317322664286,0.1319508248854832,0.5449264175857033,0.49197043345095987,0.2837199559661094,0.5647209499488965,0.698211177332047,0.517669762402763,0.29872903124573713,0.7820453970317162
Homebuilding,0.26724523906854336,0.31558542800685946,0.7971661065637025,0.13090627611836678,0.5972897371313645,0.426793651244684,0.3449933186647681,0.7084592490786662,0.16538569091412164,0.7901093561372711,0.7353789238505375,0.031652492276432014,0.21393971584553095,0.311582595822752,0.5220418389542062,0.21430161540953202,0.3041248171186824,0.6406517556100311,0.023530591370854868,0.6623372096787263,0.7136293495328023,0.4459539023951534,0.33843641338441555,0.7619933503389837,0.32193302751664765,0.40856924966091723,0.024372977792139983,0.135356887699377,0.2476382513824717,1.0,0.33860528307572163,0.7436793819361063,0.6158417297118866,0.4016419303290577,0.20042113054428612,0.19891274459481173,0.39898113662525087,0.7353538139203342,0.5501865415689883,0.2106274410344211,0.5915483063628972,0.045105157978399785,0.47036673227473247,0.053042719748010635,0.008389480540511219,0.4337964243050473,0.5620929040405387,0.5019114623341897,0.8662745694260737,0.17719714124928984,0.10630661768664774,0.4812061655316756,0.1177610856592394,0.23248146736886985,0.013847268606373435,0.3055200313105437,0.04377477762829697,0.19154000885715164,0.9114350050453605,0.009720907728754221,0.5737601078549139,0.6036211761808832,0.11915417402359943,0.7098811021932143,0.3162208109035148,0.46580635371319734,0.7750413369442057,0.5526969556239429
"Hotels, Resorts & Cruise Lines",0.34351113151558715,0.17420746301635648,0.07439061428320765,0.13223323187633315,0.5531737607017335,0.5751834168396349,0.5858109534896347,0.6322234699087588,0.48225289120518966,0.012680762718156926,0.3922149663153097,0.06426540187995824,0.7532935062927562,0.523996781614212,0.20247422763346967,0.22293497271487278,0.5055177705961647,0.05946463319740729,0.011779196373479097,0.3566427483402741,0.08236944529331723,0.21426135498709806,0.1645658885681466,0.12682063135374042,0.13728549462943831,0.17444282757731897,0.24325273164531502,0.2997382931052291,0.1009280631921108,0.05796677823894228,1.0,0.037967957171914826,0.2088245324118438,0.22662107640902135,0.0497056805476108,0.4017024018694366,0.9013596764488241,0.378571981420633,0.6633222124315398,0.44522968144956226,0.28094498007694924,0.28378905341370303,0.3333736769834962,0.054877257736603714,0.05083099480944198,0.3423889269256956,0.4191257647257788,0.1932866394498945,0.4040512317961606,0.338154727486609,0.3231283906941026,0.26109837773723954,0.11225093516320567,0.07583098230242954,0.5046994384809012,0.17790627224768035,0.19211273977369356,0.40961474151820415,0.001972185052449815,0.1168321943112599,0.34440971993915687,0.7251038091178696,0.17074373991268854,0.09095652699225962,0.78436932859633,0.7080087829688242,0.2694763805252023,0.0480714770040288
Household Products,0.13652465497823288,0.8746543120065093,0.9321808632845179,0.739511879490703,0.7586423452233828,0.666685902302607,0.2907378463037308,0.11644181039306938,0.2065739100155209,0.5985821485918342,0.6566187187330524,0.47133445894458764,0.7165182439292015,0.43465079040735355,0.2628232739419594,0.08357946581906014,0.394667265227866,0.8340883150362033,0.060145649041121206,0.7617283085228631,0.8338946827524505,0.38709100579438166,0.04640933812608491,0.9246159675695821,0.24813044425561215,0.4958827241121681,0.039576477842609745,0.08012619123813265,0.7257565123235674,0.5870637044955151,0.20592003533433717,1.0,0.34358463168055486,0.3124385494858542,0.5469209935429591,0.325904839724618,0.7202897715935312,0.2125862866902965,0.5001914288656829,0.35073405739760255,0.47666799668956494,0.22652700763432032,0.4393462970225763,0.28871856339186547,0.28712271881255175,0.3984725248428527,0.7440261293380263,0.649451502431384,0.8304259589923333,0.3169260531131315,0.14050740696489128,0.7959870779117078,0.19496550223011222,0.44574781871948865,0.11473935481932708,0.48706446792975644,0.41087125302410044,0.6344958716231568,0.5392210538846579,0.28450181985109557,0.7746119114911388,0.7338890713529267,0.06766822810397788,0.743746205500827,0.7319530479902445,0.9191413606734956,0.6107823667106373,0.9608818083619995
Human Resource & Employment Services,0.1107826001388954,0.4129506007437021,0.7880286917282358,0.856948034534591,0.39310236987021285,0.4578915930298524,0.6895739445592807,0.0556509384401343,0.039036834028345166,0.5649991793273693,0.03585423847405071,0.08668461912566434,0.04358420086797008,0.3604746815578269,0.5018562354284586,0.7222116255539,0.14020405194687316,0.4869831383932929,0.23980579170754618,0.40533722160535246,0.8270288886304861,0.28615626861248494,0.4644302471922934,0.672455452483759,0.0021504906297091474,0.8368728356008368,0.5739526369781625,0.037549510672969466,0.11894247556579476,0.8470815675345525,0.27252060936516614,0.25399005509124056,1.0,0.6269661423987991,0.3383037389337592,0.6017483479598205,0.31016488606803644,0.5607475606746108,0.22918290670064645,0.169294421105047,0.330178737255025,0.16905059269947997,0.7983822067754863,0.5633576570092091,0.46342631267845635,0.1170741152655966,0.03871515244613216,0.12607996450937567,0.030326993823859373,0.1279127484699242,0.5426370950767907,0.06358760476704922,0.31195030137421015,0.5437912858270268,0.033538943414229486,0.22298601883019306,0.24943934170038498,0.3003948454099656,0.21674138591921377,0.5363296419819172,0.13913427929616895,0.39610907552219365,0.40943063630215404,0.6878779969278905,0.7327136563819612,0.7017534881225923,0.6237027443473107,0.06401566956701385
IT Consulting & Other Services,0.32102816411295604,0.6861895820185684,0.8335688783569357,0.15754099629407226,0.16329989481626075,0.39205215822055606,0.6270914989054193,0.6758519279289368,0.2666297253336207,0.3689516229950825,0.31805700776499995,0.6098134022016883,0.0931041600083388,0.6105114012920213,0.9273838763302972,0.6526114456504204,0.5144894251281684,0.32476211266289295,0.07129573910550824,0.2758375254674241,0.608706816851545,0.5920553522151539,0.19188387424768816,0.21914743030755174,0.043165133466100146,0.8072731804976342,0.2127980036704109,0.2493351995826299,0.3945663046989181,0.35189145750246364,0.8298838679476049,0.6974073252205084,0.31856688687645973,1.0,0.34818995130347563,0.30009867034208215,0.7573670212062904,0.7477499319124886,0.7797937984740336,0.8093559030360528,0.5755890079691353,0.6154108609313561,0.1597408776447859,0.28142860664864777,0.007018717444944027,0.6005422606645008,0.37031114691953615,0.5355759600954424,0.2913050942534428,0.627660382106463,0.4567769188443076,0.30858464667873137,0.2557477184873257,0.9665651446171697,0.011599411495668942,0.3830985601965322,0.11760162711221225,0.7152031316955474,0.2178759116607941,0.09828973709387342,0.4596354814843382,0.5322633139574064,0.0801811541538778,0.8770466236922851,0.4264778495621887,0.6696897691261781,0.5213065407522958,0.23440667960092612
Industrial Machinery & Supplies & Components,0.2476140696109012,0.6482791720981431,0.3277772886490399,0.34911015293873204,0.788091915761608,0.616286410705578,0.6304787472693512,0.7315613040752875,0.35642659687745765,0.08088051229118508,0.6111157810014141,0.040594689012755626,0.64975621281476,0.2788195883439473,0.4238196439657146,0.6533775840828612,0.4268617583233679,0.6246047830076321,0.01561690513823056,0.7216157254810267,0.33950323139489025,0.3692634418636322,0.23533058998831535,0.3405759371093414,0.0696380173616306,0.6773547948036094,0.07434407571557139,0.13099552956060678,0.49067635957840416,0.10051459060767529,0.3706875784889493,0.5534378841953391,0.4998917941311324,0.20304839150852189,1.0,0.37853668447841793,0.9194846975209994,0.8209051809311981,0.9269807112126739,0.34114660470583746,0.4681314557354177,0.0653199487335105,0.7993732170787895,0.006525073769805661,0.009775981076930345,0.26390826605198353,0.39503723515274825,0.43543555066778494,0.6467299427302121,0.26365744818629916,0.3384028299238573,0.7950646922886191,0.15157187668188954,0.5210439861490104,0.045363699924555766,0.1532468673805956,0.15421688857750254,0.4888847218457759,0.014265661465078319,0.008057924182045175,0.5512229161361093,0.668584514673077,0.2864685883262926,0.25610897159329965,0.8429712777336527,0.7296663375872987,0.4337587854424587,0.23454743609999043
