date,sector,hhi,top1,top3,n_firms,sector_cap,sector_share
2018-10-03,Information Technology,0.09310827435614989,0.2145484714278979,0.45128263617960784,52.0,5132942504179.07,0.21026892885817536
2018-10-03,Materials,0.07679752517710894,0.18189747859677474,0.35650476780064977,21.0,494158718642.3916,0.02024301350935982
2018-10-03,Real Estate,0.05066713158571325,0.09925892412360314,0.26659404265320374,30.0,638639097217.8727,0.026161594210264982
2018-10-03,Utilities,0.053242084408916486,0.12037798489952793,0.27382477249491977,27.0,667974863897.44,0.02736332211427401
2018-10-04,Communication Services,0.18680899739843354,0.3436693810753411,0.628790159813887,12.0,2368268982816.382,0.09780680864214425
2018-10-04,Consumer Discretionary,0.14593048917666937,0.3558837831582854,0.4913266782508623,57.0,2623460869682.6465,0.10834594259477248
2018-10-04,Consumer Staples,0.07284171378778467,0.15060899243049067,0.36854418978996906,30.0,1831999951023.097,0.07565950909387312
2018-10-04,Energy,0.13045869257569603,0.2730812021120277,0.5209444385827613,19.0,1326819487770.1504,0.0547961319785036
2018-10-04,Financials,0.060300925239255516,0.1569830164649333,0.3554490131627786,62.0,3435913236552.4097,0.14189929897188006
2018-10-04,Health Care,0.04398737101445797,0.11318281941796844,0.26960743789623043,52.0,3302037516946.444,0.13637038439995566
2018-10-04,Industrials,0.032342063873288064,0.08906259339903799,0.19296950238211322,66.0,2486672058740.211,0.10269672067221752
2018-10-04,Information Technology,0.09299706623024233,0.21465235876238006,0.45096724698711144,52.0,5040260142171.7705,0.20815699686518357
2018-10-04,Materials,0.07640370871317538,0.18081449553607817,0.35564867115067433,21.0,491956512475.33484,0.020317243026470165
2018-10-04,Real Estate,0.05063416294299924,0.10027398982728779,0.26610125141171087,30.0,634502405908.0173,0.02620422589153048
2018-10-04,Utilities,0.05326346341449625,0.1204017288170261,0.27414872816853486,27.0,671852395233.7217,0.027746737863469154
2018-10-05,Communication Services,0.18749206333173518,0.3445942944103591,0.6305973941830414,12.0,2343371310503.121,0.0973111571984337
2018-10-05,Consumer Discretionary,0.1453838952932121,0.35506357647707654,0.49075022463435813,57.0,2602295191734.1323,0.10806326566539701
2018-10-05,Consumer Staples,0.07255936294230772,0.14944815398669922,0.3681726493032679,30.0,1828592674519.2297,0.0759343892299513
2018-10-05,Energy,0.13058061705147483,0.2727125076921092,0.5215808643548724,19.0,1324887245274.5938,0.05501744875737825
2018-10-05,Financials,0.06050177120477417,0.15796497920034983,0.3560214357024728,62.0,3422195462604.4263,0.14211055633081343
2018-10-05,Health Care,0.04403033712354675,0.11295304460004957,0.2699645286449179,52.0,3302818638814.6504,0.1371532980364962
2018-10-05,Industrials,0.03239311531481571,0.08865615242074343,0.1923657600196046,66.0,2475524907847.3213,0.1027989855369734
2018-10-05,Information Technology,0.09310653123438853,0.21390479427638165,0.45163965729715966,52.0,4975791658512.892,0.20662540421912287
2018-10-05,Materials,0.07654351275617605,0.18018671443620665,0.3574835868604478,21.0,488937150524.15247,0.02030367091273932
2018-10-05,Real Estate,0.05081900661921356,0.10049804275104493,0.26785080726560245,30.0,634446564874.3895,0.026346114732983865
2018-10-05,Utilities,0.053346288601715704,0.12073328670885806,0.27475202544379373,27.0,682358429750.9218,0.028335709379710736
2018-10-08,Communication Services,0.18562675175505763,0.3412624331636986,0.6276996027810056,12.0,2342118583947.0845,0.09726848229864798
2018-10-08,Consumer Discretionary,0.14251943469137598,0.3505804691773876,0.48761581065944226,57.0,2600383235179.9097,0.10799424607038283
2018-10-08,Consumer Staples,0.07244492733943839,0.1496437473704555,0.36717684904276254,30.0,1853211114680.6445,0.07696409299660148
2018-10-08,Energy,0.13149253238382158,0.2751366692264181,0.5231122925228658,19.0,1325370543324.4373,0.05504280701929442
2018-10-08,Financials,0.06069059547118183,0.15885207150559935,0.35647872006921666,62.0,3443401669767.593,0.14300490874312244
2018-10-08,Health Care,0.044282862434708255,0.11333520504995302,0.27114314039664095,52.0,3298544146250.383,0.13698895739094358
2018-10-08,Industrials,0.03251766359378337,0.08834555738240162,0.19236025237477367,66.0,2479728393999.6777,0.1029834351900014
2018-10-08,Information Technology,0.09389996363345655,0.21599326351731943,0.4530440850742493,52.0,4916255803623.934,0.2041727280112918
2018-10-08,Materials,0.07658720974126898,0.180104281503542,0.357230790629723,21.0,489369394362.29877,0.020323573109953502
2018-10-08,Real Estate,0.05079373139075284,0.09991486040546377,0.26811070056084935,30.0,642734647298.8749,0.02669285154561193
2018-10-08,Utilities,0.0533287222765097,0.12044037570052417,0.27509606494783384,27.0,687787870406.4285,0.028563917624148765
2018-10-09,Communication Services,0.18429072102017757,0.3386626436330852,0.6244344407484512,12.0,2338149282035.635,0.0972111965793629
2018-10-09,Consumer Discretionary,0.14368792714487105,0.35240773357236405,0.48916197702629216,57.0,2595086278345.862,0.10789364232768525
2018-10-09,Consumer Staples,0.0732883860731671,0.15337850055504945,0.3703761669700759,30.0,1853722155365.436,0.07707059178525254
2018-10-09,Energy,0.13126471382816546,0.2739458305417917,0.5235577212762763,19.0,1337004854204.9922,0.05558748652546604
2018-10-09,Financials,0.06098058492483592,0.16054907452220585,0.35716563040983895,62.0,3433087510645.94,0.14273448981024975
2018-10-09,Health Care,0.04425931378632749,0.11289757246784533,0.27096285274535087,52.0,3306816845493.9673,0.13748464432493132
2018-10-09,Industrials,0.032667340165233094,0.08955125800714513,0.19268745275701185,66.0,2444249221886.4585,0.10162242138401582
2018-10-09,Information Technology,0.09521658346946832,0.21817317789497734,0.45672670076895094,52.0,4934560891753.17,0.20515994105535598
2018-10-09,Materials,0.0771038017003982,0.18225369530097146,0.36000652376880016,21.0,474385757444.0911,0.019723123530076075
2018-10-09,Real Estate,0.050979954168187354,0.10086393314977467,0.26913823557459005,30.0,644809779675.1436,0.02680869469280565
2018-10-09,Utilities,0.053265956460413454,0.1202701538512899,0.2748074687978282,27.0,690390581197.9482,0.02870376798479863
2018-10-10,Communication Services,0.18322700561006414,0.33620628977064065,0.6237680620039254,12.0,2246208262163.127,0.09659016332894028
2018-10-10,Consumer Discretionary,0.13859158295053098,0.34417635993485696,0.4851003071185819,57.0,2493671539573.916,0.10723143768700207
2018-10-10,Consumer Staples,0.07362069678995523,0.1534480704017301,0.3708472144934774,30.0,1827687995432.043,0.0785931941248927
2018-10-10,Energy,0.13271230285725802,0.27713260569617537,0.5255061000315886,19.0,1291228793980.6272,0.05552468228636664
2018-10-10,Financials,0.060438117500183935,0.15775014509523594,0.35537280445304764,62.0,3327544962066.714,0.14308918580011643
2018-10-10,Health Care,0.04455992174542679,0.11440639978494781,0.2724803941968388,52.0,3228744907746.5454,0.13884064235717533
2018-10-10,Industrials,0.03259413188184767,0.08852939280157276,0.19150629442852185,66.0,2357191121497.805,0.10136258478710286
2018-10-10,Information Technology,0.09496232113224816,0.21852091513067426,0.45589210212202547,52.0,4698473392083.649,0.20204106626381976
2018-10-10,Materials,0.07749321633916649,0.1831507676474989,0.3607710860944334,21.0,462777960004.9599,0.01990011322408119
2018-10-10,Real Estate,0.05099312432162779,0.10101371070599925,0.2690914676472885,30.0,634478265891.4203,0.02728347160120294
2018-10-10,Utilities,0.05326508438760553,0.12017593682245277,0.27494123417779837,27.0,687034356053.9999,0.029543458539299874
2018-10-11,Communication Services,0.1852428858292273,0.3386157782321901,0.6273981903047534,12.0,2227325111647.207,0.0977410296829784
2018-10-11,Consumer Discretionary,0.137773762539979,0.34303366901166915,0.4828743564498303,57.0,2450819918607.43,0.10754858424556116
2018-10-11,Consumer Staples,0.07364298772208344,0.1540458500808301,0.3705026170042586,30.0,1785613424732.0679,0.07835753022152689
2018-10-11,Energy,0.1321737978672613,0.27628614313105043,0.5242721145557748,19.0,1250438690469.7144,0.05487262031161604
2018-10-11,Financials,0.06021380341136375,0.1564907604137623,0.35398082003865794,62.0,3229815641378.456,0.14173301635388827
2018-10-11,Health Care,0.04441343981556859,0.11427938638632233,0.27181320039636275,52.0,3141040496281.6494,0.1378373236924785
2018-10-11,Industrials,0.032557166604615724,0.08829662500214107,0.19159246423690293,66.0,2303205656632.5254,0.10107087253393322
2018-10-11,Information Technology,0.09523115656302314,0.21867780295569084,0.45707015315020866,53.0,4653654648935.67,0.2042149099821209
2018-10-11,Materials,0.07675493698214124,0.18135348271457738,0.3568840634320696,21.0,456272468257.378,0.020022465795525045
2018-10-11,Real Estate,0.051087327111519906,0.10053185321680991,0.26994658096989926,30.0,616400142153.2325,0.02704929975230936
2018-10-11,Utilities,0.053279908588231,0.1200043924796962,0.27449164682881894,27.0,673439657308.0985,0.029552347428062186
2018-10-12,Communication Services,0.18570345006320935,0.341044102585035,0.6262255108361315,12.0,2271885279925.9766,0.09829788489685992
2018-10-12,Consumer Discretionary,0.14158959933307522,0.34904424682862467,0.4873342146185625,57.0,2505627294305.7334,0.10841122372962446
2018-10-12,Consumer Staples,0.07361730089745458,0.15480447187035398,0.370644116065579,30.0,1793700733665.1501,0.07760822688325836
2018-10-12,Energy,0.13122081403054048,0.2749997599319916,0.5224474511834645,19.0,1252900874336.405,0.054209385931981505
2018-10-12,Financials,0.06047401321398163,0.15750614151194628,0.3538204394008018,62.0,3234173288575.1396,0.13993329525301398
2018-10-12,Health Care,0.044154805395833434,0.11267739932416816,0.2704795202019108,52.0,3186412171441.2456,0.13786681027859402
2018-10-12,Industrials,0.03250657473461753,0.0882764615882238,0.19145920423001014,66.0,2316597793695.131,0.10023246564825808
2018-10-12,Information Technology,0.09574660862258595,0.21940481799395986,0.4591097805831583,53.0,4803908883533.536,0.2078512003493276
2018-10-12,Materials,0.07723756482421436,0.18324164136544666,0.3583201470864022,21.0,457367104017.6112,0.019788947683044168
2018-10-12,Real Estate,0.05129035335114858,0.10156931440200478,0.27131074683510736,30.0,616045526275.8735,0.026654502658278754
2018-10-12,Utilities,0.05328332797935355,0.12016188487415227,0.27421713980254714,27.0,673630945633.1298,0.029146056687759245
2018-10-15,Communication Services,0.1837387044739813,0.33713036981959177,0.6237600918336307,12.0,2261135937880.2886,0.0984583127699154
2018-10-15,Consumer Discretionary,0.13925629928255087,0.34556407980897963,0.48398239276672184,57.0,2491722961794.0312,0.10849893392003805
2018-10-15,Consumer Staples,0.07329898388861218,0.15255396404040708,0.3695238329240656,30.0,1801155770394.6238,0.07842905648348536
2018-10-15,Energy,0.1317729118856738,0.27584429731412485,0.5239735172375583,19.0,1240469785941.1658,0.054014692402934814
2018-10-15,Financials,0.060358222083708175,0.15715739242359078,0.35244775826295194,62.0,3213607500873.751,0.13993248576527004
2018-10-15,Health Care,0.04432968742937357,0.11360596362744241,0.27160174850698,52.0,3162256526727.5015,0.13769647235765908
2018-10-15,Industrials,0.032406748837249234,0.08780340622474667,0.19125063595606523,66.0,2321123717913.302,0.10107040499750619
2018-10-15,Information Technology,0.09522869881786486,0.2184234682848366,0.45774057842095195,53.0,4722295242643.798,0.20562639079009784
2018-10-15,Materials,0.07745384090827614,0.1842560769775825,0.3589675267371683,21.0,456450170705.67004,0.019875547028521675
2018-10-15,Real Estate,0.05118910299402811,0.10151918397319526,0.27065158425353786,30.0,619300194282.8105,0.02696664592590919
2018-10-15,Utilities,0.05325753719292801,0.11995711881097836,0.2738762752288776,27.0,675896428280.5474,0.029431057558662387
2018-10-16,Communication Services,0.1845557260714851,0.3384251346851616,0.6245756170555987,12.0,2315088152551.328,0.0986709824978836
2018-10-16,Consumer Discretionary,0.14135697611711998,0.3490454248150324,0.4855274302625501,57.0,2549536404597.9087,0.10866336198842426
2018-10-16,Consumer Staples,0.07355288745501816,0.15401630446931638,0.3710747152466034,30.0,1821895619645.3325,0.07765070656203003
2018-10-16,Energy,0.13097899851670433,0.2747284023950577,0.5220553153775142,19.0,1251364436972.4697,0.05333419305131491
2018-10-16,Financials,0.06076580127415277,0.1582824153089136,0.35462626222312293,62.0,3265465902563.6973,0.1391768726232789
2018-10-16,Health Care,0.044173812953853794,0.11255816677203627,0.2711863535631871,52.0,3253883566567.008,0.13868322383018455
2018-10-16,Industrials,0.032460553923712374,0.08862570771269133,0.19210240644755036,66.0,2359627400459.711,0.10056928228659522
2018-10-16,Information Technology,0.09459783642132409,0.21659928558779576,0.45621700864063264,53.0,4867008381503.989,0.2074359450629108
2018-10-16,Materials,0.07783563276679457,0.18558458571658962,0.36115803340359404,21.0,464397357217.47394,0.01979300159934313
2018-10-16,Real Estate,0.051139318831906505,0.10170608062060205,0.2703557605608179,30.0,630981917736.1028,0.026892974115394798
2018-10-16,Utilities,0.05313783959394132,0.11978417553201642,0.2735071309503331,27.0,683455841368.1195,0.029129456382639786
2018-10-17,Communication Services,0.18268114714111178,0.3350382525381506,0.6210063068004567,12.0,2327160867223.086,0.09918843826603842
2018-10-17,Consumer Discretionary,0.1439267466124423,0.3534065931305796,0.487730526603415,57.0,2534359034098.0073,0.10801965525381503
2018-10-17,Consumer Staples,0.07395983868276239,0.1544875327923403,0.37253615006159246,30.0,1830556742653.5989,0.07802213719665957
2018-10-17,Energy,0.1323626870938129,0.27730192793204195,0.5244676622094452,19.0,1244331444260.8647,0.05303599522487486
2018-10-17,Financials,0.060661653856820444,0.15737611294185339,0.3542788597113531,62.0,3295071124967.0967,0.14044278737421456
2018-10-17,Health Care,0.04439060149063128,0.11440628211388644,0.2718670733549232,52.0,3269304172003.1377,0.13934454622579784
2018-10-17,Industrials,0.03238912866498512,0.08849569746919235,0.19175500189052508,66.0,2345446959703.9756,0.0999678295753002
2018-10-17,Information Technology,0.09480496431595306,0.21671987217947267,0.4573768347706361,53.0,4843279873512.163,0.20643066558275697
2018-10-17,Materials,0.07801902987088857,0.18593441229160787,0.3619781807500213,21.0,460984853129.54224,0.019648133607875404
2018-10-17,Real Estate,0.05117516968608552,0.10267230312396518,0.27094340386294746,30.0,629291197800.0469,0.02682170021139659
2018-10-17,Utilities,0.05308313473276665,0.11966994769473915,0.2734912106995866,27.0,682231158337.8655,0.029078111481270597
2018-10-18,Communication Services,0.18100903008315886,0.33227266536649125,0.6180307134865032,12.0,2284765862201.9663,0.09881242083795072
2018-10-18,Consumer Discretionary,0.1411311080706305,0.3491769801073868,0.4842959695572923,57.0,2479622808150.601,0.10723966796414763
2018-10-18,Consumer Staples,0.07386363934620399,0.15434182768227878,0.37027340463529157,30.0,1824884316261.942,0.07892328926223738
2018-10-18,Energy,0.1337514666371431,0.2795400925002561,0.5280149116309963,19.0,1239669531451.562,0.05361369822101657
2018-10-18,Financials,0.06075766631498843,0.15842765530286515,0.35462580479270545,62.0,3244902750499.964,0.14033678525448967
2018-10-18,Health Care,0.04476421764780166,0.11579741041824579,0.27396148085026817,52.0,3230954779184.325,0.1397335580992361
2018-10-18,Industrials,0.03255486605082573,0.08857992595691554,0.19259417030696943,66.0,2303789184025.198,0.09963514867752084
2018-10-18,Information Technology,0.09461359277497448,0.21610586030530657,0.4567714168451399,53.0,4743514522699.52,0.20514931574484574
2018-10-18,Materials,0.07891116206064627,0.18911466079472122,0.3650000619424366,21.0,457685908548.31647,0.019794173816782248
2018-10-18,Real Estate,0.051256746940809214,0.10275185185204919,0.2711190225785994,30.0,629275574086.2355,0.027215148772279582
2018-10-18,Utilities,0.053187395249697386,0.12002694951370951,0.27407685585649894,27.0,683188451512.2789,0.029546793349493658
2018-10-19,Communication Services,0.18149620274371325,0.3336346597672667,0.618831452729093,12.0,2290505933759.2207,0.0990427804204003
2018-10-19,Consumer Discretionary,0.14248394762618008,0.3510048678766839,0.48728493278458634,57.0,2457390336432.3423,0.1062589569890488
2018-10-19,Consumer Staples,0.0744745817999167,0.1525584471713322,0.3749163508903076,30.0,1865030208295.9084,0.08064496785411197
2018-10-19,Energy,0.13584520377910161,0.28225890469457204,0.5337306844777381,19.0,1229528629703.1353,0.05316551784365927
2018-10-19,Financials,0.06068152523267425,0.15872027094658048,0.3542494386200626,62.0,3256457584681.4297,0.14081107966335193
2018-10-19,Health Care,0.04516583248563146,0.11653840485695094,0.2766789360751458,52.0,3200055074494.266,0.13837220301636663
2018-10-19,Industrials,0.03258027655869038,0.08813726396382525,0.19228692153257582,66.0,2295450342986.699,0.09925657948994561
2018-10-19,Information Technology,0.09589807001046537,0.21926005378167313,0.46040288636406496,53.0,4746480730791.555,0.2052405286800129
2018-10-19,Materials,0.07862619124861703,0.1880175216350451,0.36449689667838814,21.0,456048662224.2788,0.01971980375513171
2018-10-19,Real Estate,0.051405464829571756,0.10408418910138209,0.27195174811107803,30.0,635440128635.2181,0.027476792879308327
2018-10-19,Utilities,0.05316549437196663,0.11945140365757126,0.27382130021718765,27.0,694042422128.745,0.0300107894086626
2018-10-22,Communication Services,0.18257613132655665,0.33536066552314403,0.6206571368107016,12.0,2291480283341.6377,0.09946399626404563
2018-10-22,Consumer Discretionary,0.14450553718413342,0.35420148339063556,0.4890025497202091,57.0,2470097451871.859,0.10721705332176397
2018-10-22,Consumer Staples,0.07467591201075117,0.15371126205263527,0.3760022839439699,30.0,1850852362183.6091,0.08033810012498545
2018-10-22,Energy,0.13592172733239993,0.28223854563683426,0.534357167319455,19.0,1217316652100.2732,0.05283884824009649
2018-10-22,Financials,0.06073872105657172,0.1592705365183991,0.3544322768982654,62.0,3188910998368.5215,0.13841787508883047
2018-10-22,Health Care,0.04531625613650342,0.11721697445870013,0.27753997853384993,52.0,3173063928333.687,0.13773001714556146
2018-10-22,Industrials,0.03249671097950573,0.08838188017373762,0.19233665884854426,66.0,2287298089763.8877,0.09928246396397877
2018-10-22,Information Technology,0.09576714680279842,0.21878987462742547,0.459769497561964,53.0,4785744497795.542,0.20773003211498473
2018-10-22,Materials,0.08087524590134468,0.1960631335774397,0.3714386919030123,21.0,456567734666.71594,0.019817779705680105
2018-10-22,Real Estate,0.051552507530371904,0.10490549472105944,0.2727125010402367,30.0,626686277728.4282,0.027201945414869554
2018-10-22,Utilities,0.05321550340747529,0.11955018582479608,0.2744317082141188,27.0,690270646588.0778,0.029961888615203422
2018-10-23,Communication Services,0.18221296009221408,0.33463884042593256,0.6190680976082041,12.0,2303737691324.693,0.10051481789129738
2018-10-23,Consumer Discretionary,0.14237375275719838,0.3507497144679272,0.48897888029804587,57.0,2465688200450.531,0.10758091139382027
2018-10-23,Consumer Staples,0.07493709784610883,0.154044569881221,0.3769573848619185,30.0,1859395574720.9697,0.08112764238948285
2018-10-23,Energy,0.13691943519769206,0.2851695923682788,0.5351959644572523,19.0,1185355583324.549,0.05171847517318195
2018-10-23,Financials,0.06057438516162828,0.15891571105951682,0.35344862008288963,62.0,3162085215273.666,0.13796554215650933
2018-10-23,Health Care,0.045650997564213355,0.11810836298708331,0.2796793453767731,52.0,3154793098436.747,0.13764737841822214
2018-10-23,Industrials,0.032625882007276175,0.08830267133316107,0.19317830419617177,66.0,2251213145833.3076,0.09822310944516177
2018-10-23,Information Technology,0.09629494587985313,0.22171036500367386,0.4604558844305755,53.0,4767223575423.687,0.20799963960101542
2018-10-23,Materials,0.08058985045486958,0.19467520956471837,0.37194331093060534,21.0,452355624981.6609,0.019736814411796352
2018-10-23,Real Estate,0.05159516896220633,0.10532639079171069,0.27272729689936465,30.0,630873392594.7351,0.027525757124137507
2018-10-23,Utilities,0.053139370586958765,0.11876537586941083,0.2737642769836114,27.0,686662722377.4924,0.029959911995374986
2018-10-24,Communication Services,0.18213786655528819,0.3343492427297975,0.6224039058948124,12.0,2186218230329.6833,0.09838843883163846
2018-10-24,Consumer Discretionary,0.13714878443666026,0.3419923806924798,0.48454809189643916,57.0,2379416131685.194,0.10708310601362929
2018-10-24,Consumer Staples,0.07535464897133548,0.15292863011038405,0.3786808929133686,30.0,1868367705526.9558,0.08408391219138564
2018-10-24,Energy,0.13848962765077588,0.28757495099965924,0.5380314141639648,19.0,1142757171570.5366,0.05142857767567365
2018-10-24,Financials,0.06099843100682297,0.15989165263495034,0.35496029561517406,62.0,3078234212314.574,0.13853267450893836
2018-10-24,Health Care,0.04617937947320448,0.12066701475643724,0.28173763908993477,52.0,3055447931822.7485,0.13750720205917635
2018-10-24,Industrials,0.033049917213865125,0.09263608706227305,0.1955993288702259,66.0,2174103152816.861,0.09784321258373954
2018-10-24,Information Technology,0.09688525528514497,0.2240669557420723,0.46181576726399615,53.0,4555281361967.001,0.20500561902971876
2018-10-24,Materials,0.08156051293192708,0.19684429673528417,0.3761605433900259,21.0,439359335591.18896,0.019772902135393965
2018-10-24,Real Estate,0.051633892833762636,0.10493805784522497,0.27163353394625256,30.0,637909289272.7013,0.02870843277081101
2018-10-24,Utilities,0.05332073817278961,0.11935352334316857,0.2743875816218735,27.0,703181114067.618,0.03164592219989497
2018-10-25,Communication Services,0.18478562942676635,0.33988505382431317,0.624434274629043,12.0,2245149515086.1494,0.09913355672675024
2018-10-25,Consumer Discretionary,0.14418614460065413,0.35345774567891103,0.49137656546987013,57.0,2465431457783.669,0.10886000581869207
2018-10-25,Consumer Staples,0.07574398997144746,0.15501036324343165,0.37898672325096333,30.0,1873884161654.3635,0.08274050373504574
2018-10-25,Energy,0.1380945070363129,0.2865985862929194,0.5385869676852751,19.0,1156843265653.4048,0.05107988876865971
2018-10-25,Financials,0.06087947652871177,0.15903057629860864,0.3538876225558081,62.0,3128512997095.208,0.13813806990756813
2018-10-25,Health Care,0.046277163437947355,0.12005608063100615,0.2833548929874956,52.0,3093335703022.0166,0.13658483247101172
2018-10-25,Industrials,0.03318993413181762,0.09419782927872532,0.1974045980081447,66.0,2193039042222.657,0.09683264247451052
2018-10-25,Information Technology,0.09735785323308294,0.22160073635943242,0.4643946193509803,53.0,4706838566584.998,0.20782831829634535
2018-10-25,Materials,0.08173233192812424,0.1982157723773922,0.37208327527451324,21.0,446521718723.2012,0.019715963607472246
2018-10-25,Real Estate,0.05175484532817146,0.10466657924191619,0.2733870437486354,30.0,646044907076.1969,0.02852581933333236
2018-10-25,Utilities,0.05334300459161666,0.11960303418786684,0.2745888214298701,27.0,692123504373.6481,0.03056039886061194
2018-10-26,Communication Services,0.18562832666837512,0.34214896876930617,0.6252546255165621,12.0,2190198359198.5198,0.09843579483725168
2018-10-26,Consumer Discretionary,0.13450696530184966,0.33857270922661586,0.47795175042351473,57.0,2372557375439.2227,0.10663169847949609
2018-10-26,Consumer Staples,0.07643742634566554,0.15723547383374045,0.38207415708212056,30.0,1842895538736.2537,0.08282669302332608
2018-10-26,Energy,0.1380691105399103,0.28565508305724757,0.5397184255342841,19.0,1149103577700.3542,0.051645059245983754
2018-10-26,Financials,0.06072716220456934,0.15829033598505327,0.35346500562214533,62.0,3088833369601.4067,0.13882384971186146
2018-10-26,Health Care,0.04612870251456284,0.11996838908161782,0.2815019389348017,52.0,3062063211291.9536,0.13762069758637344
2018-10-26,Industrials,0.03312256248830767,0.09410383834288986,0.19797372646165784,66.0,2168073464691.8303,0.0974414184296037
2018-10-26,Information Technology,0.09795711141203721,0.22211004394565187,0.46584049648367626,53.0,4621267794640.427,0.2076972465122697
2018-10-26,Materials,0.08177961766466789,0.19878997022945397,0.37194380769503,21.0,445070060468.50146,0.020003131212513885
2018-10-26,Real Estate,0.051925692958267454,0.1046949607369206,0.2747491396715884,30.0,629461145837.294,0.02829036372410369
2018-10-26,Utilities,0.05335537651804938,0.11932195971846105,0.2741023443674254,27.0,680495648837.4106,0.0305840472372166
2018-10-29,Communication Services,0.18058040261711544,0.3322990689638571,0.6180478921094331,12.0,2153116299713.6384,0.09745079761362826
2018-10-29,Consumer Discretionary,0.12509260961491658,0.3229410924252119,0.46530356487860514,57.0,2330036723247.7944,0.10545827792940937
2018-10-29,Consumer Staples,0.07649182414290721,0.15695721944336397,0.38120663954486655,30.0,1862209740843.5837,0.08428426490162699
2018-10-29,Energy,0.13909372613097937,0.28861342218752584,0.5413607384962756,19.0,1130283771226.0142,0.051157039241384324
2018-10-29,Financials,0.06085527023698877,0.15811696649102955,0.35378578087717244,62.0,3116366988270.7705,0.141047861048731
2018-10-29,Health Care,0.04627524295958569,0.12013637992576937,0.2818799072144012,52.0,3070729650817.6406,0.1389822991762203
2018-10-29,Industrials,0.03244787537131553,0.0892863505593079,0.19406602059110892,66.0,2134441840122.402,0.09660558503388443
2018-10-29,Information Technology,0.09767077269109051,0.22259797636057443,0.46458973254835667,53.0,4524585972361.805,0.20478434534016302
