Date,top10_share,index_hhi,n_members
2018-10-01,0.2537823512262761,0.010923354261733154,428
2018-10-02,0.2533831046963852,0.010909631557501048,428
2018-10-03,0.25392659900241293,0.010945036915915005,428
2018-10-04,0.25217775573442547,0.010818917824605492,428
2018-10-05,0.251551138464464,0.010764019583689943,428
2018-10-08,0.2504159216820975,0.010688647499887599,428
2018-10-09,0.2517863592071542,0.010789713194237875,428
2018-10-10,0.2487663938363427,0.010589800553047752,428
2018-10-11,0.25028498656216097,0.010685570724745207,429
2018-10-12,0.2525362935566583,0.010885877898407703,429
2018-10-15,0.2507061412498436,0.010749688195544407,429
2018-10-16,0.251828873620293,0.010820039128089917,429
2018-10-17,0.2524006491210099,0.01083310544241222,429
2018-10-18,0.25093566701131687,0.010726009220765149,429
2018-10-19,0.2517333402006441,0.010803280549156871,429
2018-10-22,0.25335013810555307,0.010922741167973728,429
2018-10-23,0.2534481880151995,0.010965151941885812,429
2018-10-24,0.25084433493207003,0.010794733183079351,429
2018-10-25,0.254998709814601,0.011068585331001465,429
2018-10-26,0.2527870106562412,0.010929052461965919,429
2018-10-29,0.24840623400711465,0.010645578544667605,429
2018-10-30,0.24697908594388907,0.010526154873707592,429
2018-10-31,0.25068084724882833,0.010746971784587136,429
2018-11-01,0.2505320785018977,0.010735716952838857,429
2018-11-02,0.2486638919315755,0.010554917235979226,429
2018-11-05,0.2462801795287821,0.010393899820409372,429
2018-11-06,0.24655485989367976,0.010397635319139377,430
2018-11-07,0.24904976653717303,0.010580163373797158,430
2018-11-08,0.2485723222361047,0.010563085046659055,430
2018-11-09,0.2467408782210751,0.010457631997124815,430
2018-11-12,0.24437122168267128,0.01028836161581672,430
2018-11-13,0.2439617593983715,0.010249055918763366,431
2018-11-14,0.2430438624319697,0.01016933581138147,431
2018-11-15,0.24418007486097043,0.01024149771824125,431
2018-11-16,0.24358251956965374,0.010228602170894439,431
2018-11-19,0.24081113427547057,0.010057219616993957,431
2018-11-20,0.24024452352355422,0.009990807948389618,431
2018-11-21,0.240794562998802,0.010019261879962828,431
2018-11-23,0.23917913322206602,0.009940632810301265,431
2018-11-26,0.24157538196044975,0.010068355885681573,431
2018-11-27,0.2411898244964375,0.010069213286057213,431
2018-11-28,0.24360338380214355,0.010234309528920639,431
2018-11-29,0.2434985266572675,0.01022260278124011,431
2018-11-30,0.24314662315322044,0.010208660213166548,431
2018-12-03,0.24484962640882266,0.010304559165925634,433
2018-12-04,0.24307532235320678,0.010191184365504615,433
2018-12-06,0.24377198067785621,0.010234308558474722,433
2018-12-07,0.24276780237900003,0.010139007269208402,433
2018-12-10,0.2438290387415039,0.010220427603220209,433
2018-12-11,0.24429331189693998,0.010255679570785676,433
2018-12-12,0.24463627017697112,0.010273833042174687,433
2018-12-13,0.24531944388605578,0.010318866955157553,433
2018-12-14,0.2426805637754661,0.010187604665092062,433
2018-12-17,0.24176134745291258,0.010141602025033895,433
2018-12-18,0.2437633887571641,0.010259938856019302,433
2018-12-19,0.24232039886858053,0.010209872871431333,433
2018-12-20,0.2422545382860511,0.010183997141480432,433
2018-12-21,0.2393908267658787,0.010022969237120226,433
2018-12-24,0.23975266280519145,0.01003112987933108,434
2018-12-26,0.24334397903144805,0.010243836355083028,434
2018-12-27,0.24210273775175634,0.010173398265037655,434
2018-12-28,0.24197500404778885,0.01018099989428706,434
2018-12-31,0.24135524931621558,0.010164919300085493,434
2019-01-02,0.24306807742725706,0.010239018350391354,434
2019-01-03,0.2393571711909094,0.010028550129513945,434
2019-01-04,0.24098439538127697,0.01012334953629293,434
2019-01-07,0.24083301010731484,0.0101165777715047,434
2019-01-08,0.24126693852401976,0.010134763224388077,434
2019-01-09,0.2417376905426405,0.010145561448652845,434
2019-01-10,0.24042140853482705,0.010063524658962663,434
2019-01-11,0.23875390267840624,0.009981283453038524,434
2019-01-14,0.2382502295524281,0.009938296333164308,434
2019-01-15,0.24057524992514415,0.010096394996463271,434
2019-01-16,0.24080004118164763,0.010125334672839534,434
2019-01-17,0.24038889462305668,0.010102472461129148,434
2019-01-18,0.23980154734544487,0.010048154690100324,435
2019-01-22,0.23815677276687217,0.009946876049486754,435
2019-01-23,0.2378212681937712,0.009975186820463021,435
2019-01-24,0.23751783775825486,0.009944302301936143,435
2019-01-25,0.2388581446414166,0.009992457791099512,435
2019-01-28,0.23779690129095615,0.009912416202016463,435
2019-01-29,0.23560998117719312,0.009770447823071016,435
2019-01-30,0.23954001531236635,0.009992025788382876,435
2019-01-31,0.2405551267766079,0.010026233763428436,435
2019-02-01,0.23912532168048636,0.009884207144546065,435
2019-02-04,0.24060540904401453,0.009995920023496863,435
2019-02-05,0.24171733791686534,0.010068659312133445,435
2019-02-06,0.24009840519917133,0.009978847953034145,435
2019-02-07,0.23880248896710835,0.009910804887407892,435
2019-02-08,0.2378213476172732,0.00985854585655465,435
2019-02-11,0.23759147091899294,0.009838013988137108,435
2019-02-12,0.23830853583745598,0.009887618279960512,435
2019-02-13,0.23781564167734728,0.009852417773507195,435
2019-02-14,0.23781842636949777,0.009853952179851841,435
