Date,Revenue,Ticker,company_name
2025-06-30,2037000000.0,CFG,CFG
2025-09-30,2118000000.0,CFG,CFG
2025-12-31,2157000000.0,CFG,CFG
2026-03-31,2168000000.0,CFG,CFG
2026-06-30,2283000000.0,CFG,CFG
2025-03-31,2110000000.0,FITB,FITB
2025-06-30,2223000000.0,FITB,FITB
2025-09-30,2279000000.0,FITB,FITB
2025-12-31,2209000000.0,FITB,FITB
2026-03-31,2772000000.0,FITB,FITB
2025-06-30,1938000000.0,HBAN,HBAN
2025-09-30,2134000000.0,HBAN,HBAN
2025-12-31,2139000000.0,HBAN,HBAN
2026-03-31,2573000000.0,HBAN,HBAN
2026-06-30,2837000000.0,HBAN,HBAN
2025-03-31,1724000000.0,KEY,KEY
2025-06-30,1783000000.0,KEY,KEY
2025-09-30,1842000000.0,KEY,KEY
2025-12-31,1936000000.0,KEY,KEY
2026-03-31,1909000000.0,KEY,KEY
2025-06-30,2386000000.0,MTB,MTB
2025-09-30,2493000000.0,MTB,MTB
2025-12-31,2437000000.0,MTB,MTB
2026-03-31,2408000000.0,MTB,MTB
2026-06-30,2485000000.0,MTB,MTB
2025-06-30,1905000000.0,RF,RF
2025-09-30,1916000000.0,RF,RF
2025-12-31,1921000000.0,RF,RF
2026-03-31,1873000000.0,RF,RF
2026-06-30,1907000000.0,RF,RF
