Date,Revenue,Ticker,company_name
2025-04-30,1103434000.0,CRWD,CRWD
2025-07-31,1168952000.0,CRWD,CRWD
2025-10-31,1234244000.0,CRWD,CRWD
2026-01-31,1305375000.0,CRWD,CRWD
2026-04-30,1385629000.0,CRWD,CRWD
2025-06-30,1630000000.0,FTNT,FTNT
2025-09-30,1724900000.0,FTNT,FTNT
2025-12-31,1905000000.0,FTNT,FTNT
2026-03-31,1849600000.0,FTNT,FTNT
2026-06-30,2047900000.0,FTNT,FTNT
2025-06-30,1257000000.0,GEN,GEN
2025-09-30,1220000000.0,GEN,GEN
2025-12-31,1240000000.0,GEN,GEN
2026-03-31,1283000000.0,GEN,GEN
2026-06-30,1336000000.0,GEN,GEN
2025-06-30,76441000000.0,MSFT,MSFT
2025-09-30,77673000000.0,MSFT,MSFT
2025-12-31,81273000000.0,MSFT,MSFT
2026-03-31,82886000000.0,MSFT,MSFT
2026-06-30,90007000000.0,MSFT,MSFT
2025-06-30,3215000000.0,NOW,NOW
2025-09-30,3407000000.0,NOW,NOW
2025-12-31,3568000000.0,NOW,NOW
2026-03-31,3770000000.0,NOW,NOW
2026-06-30,3987000000.0,NOW,NOW
2025-04-30,2289000000.0,PANW,PANW
2025-07-31,2536300000.0,PANW,PANW
2025-10-31,2474000000.0,PANW,PANW
2026-01-31,2594000000.0,PANW,PANW
2026-04-30,3002000000.0,PANW,PANW
