Date,Revenue,Ticker,company_name
2025-03-31,3635000000.0,KDP,KDP
2025-06-30,4163000000.0,KDP,KDP
2025-09-30,4306000000.0,KDP,KDP
2025-12-31,4499000000.0,KDP,KDP
2026-03-31,3976000000.0,KDP,KDP
2025-06-30,12535000000.0,KO,KO
2025-09-30,12455000000.0,KO,KO
2025-12-31,11822000000.0,KO,KO
2026-03-31,12472000000.0,KO,KO
2026-06-30,13380000000.0,KO,KO
2025-06-30,2111593000.0,MNST,MNST
2025-09-30,2197139000.0,MNST,MNST
2025-12-31,2131053000.0,MNST,MNST
2026-03-31,2353291000.0,MNST,MNST
2026-06-30,2537473000.0,MNST,MNST
2025-06-30,22726000000.0,PEP,PEP
2025-09-30,23937000000.0,PEP,PEP
2025-12-31,29343000000.0,PEP,PEP
2026-03-31,19443000000.0,PEP,PEP
2026-06-30,24181000000.0,PEP,PEP
