Date,Revenue,Ticker,company_name
2025-06-30,999527000.0,ROL,ROL
2025-09-30,1026106000.0,ROL,ROL
2025-12-31,912913000.0,ROL,ROL
2026-03-31,906424000.0,ROL,ROL
2026-06-30,1078576000.0,ROL,ROL
2025-06-30,4235000000.0,RSG,RSG
2025-09-30,4212000000.0,RSG,RSG
2025-12-31,4135000000.0,RSG,RSG
2026-03-31,4113000000.0,RSG,RSG
2026-06-30,4430000000.0,RSG,RSG
2025-06-30,1371000000.0,VLTO,VLTO
2025-09-30,1404000000.0,VLTO,VLTO
2025-12-31,1396000000.0,VLTO,VLTO
2026-03-31,1422000000.0,VLTO,VLTO
2026-06-30,1474000000.0,VLTO,VLTO
2025-06-30,6430000000.0,WM,WM
2025-09-30,6443000000.0,WM,WM
2025-12-31,6313000000.0,WM,WM
2026-03-31,6227000000.0,WM,WM
2026-06-30,6684000000.0,WM,WM
