Date,Revenue,Ticker,company_name
2025-06-30,4375000000.0,AMP,AMP
2025-09-30,4791000000.0,AMP,AMP
2025-12-31,4960000000.0,AMP,AMP
2026-03-31,4812000000.0,AMP,AMP
2026-06-30,4940000000.0,AMP,AMP
2025-03-31,5556000000.0,APO,APO
2025-06-30,6814000000.0,APO,APO
2025-09-30,9823000000.0,APO,APO
2025-12-31,9864000000.0,APO,APO
2026-03-31,5057000000.0,APO,APO
2025-03-31,2111400000.0,BEN,BEN
2025-06-30,2064000000.0,BEN,BEN
2025-09-30,2343700000.0,BEN,BEN
2025-12-31,2327100000.0,BEN,BEN
2026-03-31,2294900000.0,BEN,BEN
2025-06-30,5423000000.0,BLK,BLK
2025-09-30,6509000000.0,BLK,BLK
2025-12-31,7008000000.0,BLK,BLK
2026-03-31,6698000000.0,BLK,BLK
2026-06-30,7084000000.0,BLK,BLK
2025-06-30,3161236000.0,BX,BX
2025-09-30,2685881000.0,BX,BX
2025-12-31,3736455000.0,BX,BX
2026-03-31,3002779000.0,BX,BX
2026-06-30,4187932000.0,BX,BX
2025-06-30,1515500000.0,IVZ,IVZ
2025-09-30,1640400000.0,IVZ,IVZ
2025-12-31,1692000000.0,IVZ,IVZ
2026-03-31,1744500000.0,IVZ,IVZ
2026-06-30,1825600000.0,IVZ,IVZ
2025-06-30,5002879000.0,KKR,KKR
2025-09-30,5464926000.0,KKR,KKR
2025-12-31,5685044000.0,KKR,KKR
2026-03-31,4252726000.0,KKR,KKR
2026-06-30,5657340000.0,KKR,KKR
2025-06-30,1997900000.0,NTRS,NTRS
2025-09-30,2025400000.0,NTRS,NTRS
2025-12-31,2123200000.0,NTRS,NTRS
2026-03-31,2205600000.0,NTRS,NTRS
2026-06-30,2698000000.0,NTRS,NTRS
2025-06-30,3469000000.0,STT,STT
2025-09-30,3545000000.0,STT,STT
2025-12-31,3667000000.0,STT,STT
2026-03-31,3796000000.0,STT,STT
2026-06-30,4048000000.0,STT,STT
2025-06-30,1723300000.0,TROW,TROW
2025-09-30,1893500000.0,TROW,TROW
2025-12-31,1934100000.0,TROW,TROW
2026-03-31,1857000000.0,TROW,TROW
2026-06-30,1907400000.0,TROW,TROW
