Date,Revenue,Ticker,company_name
2025-04-30,1211716000.0,CPRT,CPRT
2025-07-31,1125097000.0,CPRT,CPRT
2025-10-31,1155030000.0,CPRT,CPRT
2026-01-31,1121674000.0,CPRT,CPRT
2026-04-30,1237066000.0,CPRT,CPRT
2025-05-31,2667652000.0,CTAS,CTAS
2025-08-31,2718122000.0,CTAS,CTAS
2025-11-30,2799992000.0,CTAS,CTAS
2026-02-28,2841444000.0,CTAS,CTAS
2026-05-31,2905203000.0,CTAS,CTAS
2025-06-30,4253000000.0,LDOS,LDOS
2025-09-30,4469000000.0,LDOS,LDOS
2025-12-31,4207000000.0,LDOS,LDOS
2026-03-31,4400000000.0,LDOS,LDOS
2026-06-30,4558000000.0,LDOS,LDOS
