Date,Revenue,Ticker,company_name
2025-06-30,694348000.0,DOC,DOC
2025-09-30,705873000.0,DOC,DOC
2025-12-31,719402000.0,DOC,DOC
2026-03-31,752952000.0,DOC,DOC
2026-06-30,771579000.0,DOC,DOC
2025-06-30,1420893000.0,VTR,VTR
2025-09-30,1488996000.0,VTR,VTR
2025-12-31,1566017000.0,VTR,VTR
2026-03-31,1656944000.0,VTR,VTR
2026-06-30,1729614000.0,VTR,VTR
2025-03-31,2388587000.0,WELL,WELL
2025-06-30,2516141000.0,WELL,WELL
2025-09-30,2628061000.0,WELL,WELL
2025-12-31,3134347000.0,WELL,WELL
2026-03-31,3305702000.0,WELL,WELL
