Date,Revenue,Ticker,company_name
2025-03-31,1467100000.0,CHD,CHD
2025-06-30,1506300000.0,CHD,CHD
2025-09-30,1585600000.0,CHD,CHD
2025-12-31,1644200000.0,CHD,CHD
2026-03-31,1469300000.0,CHD,CHD
2025-06-30,5110000000.0,CL,CL
2025-09-30,5131000000.0,CL,CL
2025-12-31,5230000000.0,CL,CL
2026-03-31,5324000000.0,CL,CL
2026-06-30,5361000000.0,CL,CL
2025-06-30,1988000000.0,CLX,CLX
2025-09-30,1429000000.0,CLX,CLX
2025-12-31,1673000000.0,CLX,CLX
2026-03-31,1670000000.0,CLX,CLX
2026-06-30,1948000000.0,CLX,CLX
2025-06-30,4163000000.0,KMB,KMB
2025-09-30,4150000000.0,KMB,KMB
2025-12-31,4080000000.0,KMB,KMB
2026-03-31,4163000000.0,KMB,KMB
2026-06-30,4189000000.0,KMB,KMB
