Date,Revenue,Ticker,company_name
2025-06-30,2049592000.0,DOV,DOV
2025-09-30,2077841000.0,DOV,DOV
2025-12-31,2099079000.0,DOV,DOV
2026-03-31,2053623000.0,DOV,DOV
2026-06-30,2190021000.0,DOV,DOV
2025-06-30,1016400000.0,FTV,FTV
2025-09-30,1027100000.0,FTV,FTV
2025-12-31,1122500000.0,FTV,FTV
2026-03-31,1069400000.0,FTV,FTV
2026-06-30,1096800000.0,FTV,FTV
2025-06-30,4554000000.0,GWW,GWW
2025-09-30,4657000000.0,GWW,GWW
2025-12-31,4425000000.0,GWW,GWW
2026-03-31,4742000000.0,GWW,GWW
2026-06-30,5021000000.0,GWW,GWW
2025-06-30,1484300000.0,HUBB,HUBB
2025-09-30,1502400000.0,HUBB,HUBB
2025-12-31,1492700000.0,HUBB,HUBB
2026-03-31,1516700000.0,HUBB,HUBB
2026-06-30,1711800000.0,HUBB,HUBB
2025-06-30,865400000.0,IEX,IEX
2025-09-30,878700000.0,IEX,IEX
2025-12-31,899100000.0,IEX,IEX
2026-03-31,886900000.0,IEX,IEX
2026-06-30,920600000.0,IEX,IEX
2025-06-30,1887900000.0,IR,IR
2025-09-30,1955000000.0,IR,IR
2025-12-31,2091200000.0,IR,IR
2026-03-31,1847200000.0,IR,IR
2026-06-30,2048800000.0,IR,IR
2025-06-30,4053000000.0,ITW,ITW
2025-09-30,4059000000.0,ITW,ITW
2025-12-31,4093000000.0,ITW,ITW
2026-03-31,4016000000.0,ITW,ITW
2026-06-30,4301000000.0,ITW,ITW
2025-04-30,682938000.0,NDSN,NDSN
2025-07-31,741509000.0,NDSN,NDSN
2025-10-31,751820000.0,NDSN,NDSN
2026-01-31,669461000.0,NDSN,NDSN
2026-04-30,740847000.0,NDSN,NDSN
2025-06-30,3595000000.0,OTIS,OTIS
2025-09-30,3690000000.0,OTIS,OTIS
2025-12-31,3796000000.0,OTIS,OTIS
2026-03-31,3566000000.0,OTIS,OTIS
2026-06-30,3859000000.0,OTIS,OTIS
2025-03-31,4960000000.0,PH,PH
2025-06-30,5243074000.0,PH,PH
2025-09-30,5084000000.0,PH,PH
2025-12-31,5174000000.0,PH,PH
2026-03-31,5486000000.0,PH,PH
2025-06-30,1123100000.0,PNR,PNR
2025-09-30,1022000000.0,PNR,PNR
2025-12-31,1020500000.0,PNR,PNR
2026-03-31,1036700000.0,PNR,PNR
2026-06-30,932600000.0,PNR,PNR
2025-06-30,1281100000.0,SNA,SNA
2025-09-30,1291900000.0,SNA,SNA
2025-12-31,1339900000.0,SNA,SNA
2026-03-31,1308300000.0,SNA,SNA
2026-06-30,1334800000.0,SNA,SNA
2025-06-30,3945200000.0,SWK,SWK
2025-09-30,3756000000.0,SWK,SWK
2025-12-31,3684600000.0,SWK,SWK
2026-03-31,3846400000.0,SWK,SWK
2026-06-30,3960700000.0,SWK,SWK
2025-06-30,2301000000.0,XYL,XYL
2025-09-30,2268000000.0,XYL,XYL
2025-12-31,2397000000.0,XYL,XYL
2026-03-31,2125000000.0,XYL,XYL
2026-06-30,2336000000.0,XYL,XYL
