Date,Revenue,Ticker,company_name
2025-05-31,4464339000.0,AZO,AZO
2025-08-31,6242726000.0,AZO,AZO
2025-11-30,4628630000.0,AZO,AZO
2026-02-28,4274098000.0,AZO,AZO
2026-05-31,4840950000.0,AZO,AZO
2025-05-31,7546541000.0,KMX,KMX
2025-08-31,6594684000.0,KMX,KMX
2025-11-30,5793946000.0,KMX,KMX
2026-02-28,5945960000.0,KMX,KMX
2026-05-31,8013519000.0,KMX,KMX
2025-06-30,4525058000.0,ORLY,ORLY
2025-09-30,4705696000.0,ORLY,ORLY
2025-12-31,4414314000.0,ORLY,ORLY
2026-03-31,4560539000.0,ORLY,ORLY
2026-06-30,4892013000.0,ORLY,ORLY
