Date,Revenue,Ticker,company_name
2025-04-30,1668000000.0,A,A
2025-07-31,1738000000.0,A,A
2025-10-31,1861000000.0,A,A
2026-01-31,1798000000.0,A,A
2026-04-30,1835000000.0,A,A
2025-06-30,1032135000.0,CRL,CRL
2025-09-30,1004852000.0,CRL,CRL
2025-12-31,994227000.0,CRL,CRL
2026-03-31,995830000.0,CRL,CRL
2026-06-30,1004078000.0,CRL,CRL
2025-06-30,5936000000.0,DHR,DHR
2025-09-30,6053000000.0,DHR,DHR
2025-12-31,6838000000.0,DHR,DHR
2026-03-31,5951000000.0,DHR,DHR
2026-06-30,6265000000.0,DHR,DHR
2025-06-30,4017000000.0,IQV,IQV
2025-09-30,4100000000.0,IQV,IQV
2025-12-31,4364000000.0,IQV,IQV
2026-03-31,4151000000.0,IQV,IQV
2026-06-30,4368000000.0,IQV,IQV
2025-06-30,983221000.0,MTD,MTD
2025-09-30,1029699000.0,MTD,MTD
2025-12-31,1129735000.0,MTD,MTD
2026-03-31,947127000.0,MTD,MTD
2026-06-30,1027314000.0,MTD,MTD
2025-03-31,316181000.0,TECH,TECH
2025-06-30,316964000.0,TECH,TECH
2025-09-30,286555000.0,TECH,TECH
2025-12-31,295877000.0,TECH,TECH
2026-03-31,311415000.0,TECH,TECH
2025-06-30,10854000000.0,TMO,TMO
2025-09-30,11122000000.0,TMO,TMO
2025-12-31,12215000000.0,TMO,TMO
2026-03-31,11005000000.0,TMO,TMO
2026-06-30,11994000000.0,TMO,TMO
2025-03-31,662000000.0,WAT,WAT
2025-06-30,771332000.0,WAT,WAT
2025-09-30,799887000.0,WAT,WAT
2025-12-31,932362000.0,WAT,WAT
2026-03-31,1267000000.0,WAT,WAT
