Date,Revenue,Ticker,company_name
2025-06-30,16569000000.0,CAT,CAT
2025-09-30,17638000000.0,CAT,CAT
2025-12-31,19133000000.0,CAT,CAT
2026-03-31,17415000000.0,CAT,CAT
2026-06-30,20543000000.0,CAT,CAT
2025-03-31,8174000000.0,CMI,CMI
2025-06-30,8643000000.0,CMI,CMI
2025-09-30,8317000000.0,CMI,CMI
2025-12-31,8536000000.0,CMI,CMI
2026-03-31,8398000000.0,CMI,CMI
2025-06-30,7510500000.0,PCAR,PCAR
2025-09-30,6671800000.0,PCAR,PCAR
2025-12-31,6820800000.0,PCAR,PCAR
2026-03-31,6776500000.0,PCAR,PCAR
2026-06-30,7546700000.0,PCAR,PCAR
2025-06-30,2706000000.0,WAB,WAB
2025-09-30,2886000000.0,WAB,WAB
2025-12-31,2965000000.0,WAB,WAB
2026-03-31,2950000000.0,WAB,WAB
2026-06-30,3179000000.0,WAB,WAB
