Date,Revenue,Ticker,company_name
2025-06-30,4042000000.0,KMI,KMI
2025-09-30,4146000000.0,KMI,KMI
2025-12-31,4508000000.0,KMI,KMI
2026-03-31,4828000000.0,KMI,KMI
2026-06-30,4477000000.0,KMI,KMI
2025-06-30,7887000000.0,OKE,OKE
2025-09-30,8634000000.0,OKE,OKE
2025-12-31,9065000000.0,OKE,OKE
2026-03-31,9618000000.0,OKE,OKE
2026-06-30,12049000000.0,OKE,OKE
2025-06-30,4260100000.0,TRGP,TRGP
2025-09-30,4151200000.0,TRGP,TRGP
2025-12-31,4055500000.0,TRGP,TRGP
2026-03-31,4094700000.0,TRGP,TRGP
2026-06-30,4440100000.0,TRGP,TRGP
2025-06-30,2781000000.0,WMB,WMB
2025-09-30,2923000000.0,WMB,WMB
2025-12-31,3198000000.0,WMB,WMB
2026-03-31,3030000000.0,WMB,WMB
2026-06-30,3053000000.0,WMB,WMB
