Date,Revenue,Ticker,company_name
2025-03-31,3550000000.0,EL,EL
2025-06-30,3411000000.0,EL,EL
2025-09-30,3481000000.0,EL,EL
2025-12-31,4229000000.0,EL,EL
2026-03-31,3712000000.0,EL,EL
2025-06-30,3839000000.0,KVUE,KVUE
2025-09-30,3764000000.0,KVUE,KVUE
2025-12-31,3780000000.0,KVUE,KVUE
2026-03-31,3909000000.0,KVUE,KVUE
2026-06-30,3955000000.0,KVUE,KVUE
2025-06-30,20889000000.0,PG,PG
2025-09-30,22386000000.0,PG,PG
2025-12-31,22208000000.0,PG,PG
2026-03-31,21235000000.0,PG,PG
2026-06-30,21204000000.0,PG,PG
