Date,Revenue,Ticker,company_name
2025-06-30,3063393000.0,CMG,CMG
2025-09-30,3003444000.0,CMG,CMG
2025-12-31,2983511000.0,CMG,CMG
2026-03-31,3088242000.0,CMG,CMG
2026-06-30,3348562000.0,CMG,CMG
2025-06-30,1145144000.0,DPZ,DPZ
2025-09-30,1147054000.0,DPZ,DPZ
2025-12-31,1535740000.0,DPZ,DPZ
2026-03-31,1150594000.0,DPZ,DPZ
2026-06-30,1194427000.0,DPZ,DPZ
2025-05-31,3271700000.0,DRI,DRI
2025-08-31,3044700000.0,DRI,DRI
2025-11-30,3102100000.0,DRI,DRI
2026-02-28,3345300000.0,DRI,DRI
2026-05-31,3718800000.0,DRI,DRI
2025-06-30,6843000000.0,MCD,MCD
2025-09-30,7077000000.0,MCD,MCD
2025-12-31,7008000000.0,MCD,MCD
2026-03-31,6517000000.0,MCD,MCD
2026-06-30,7100000000.0,MCD,MCD
2025-06-30,9456000000.0,SBUX,SBUX
2025-09-30,9569000000.0,SBUX,SBUX
2025-12-31,9915100000.0,SBUX,SBUX
2026-03-31,9531500000.0,SBUX,SBUX
2026-06-30,9322700000.0,SBUX,SBUX
2025-06-30,1932000000.0,YUM,YUM
2025-09-30,1980000000.0,YUM,YUM
2025-12-31,2515000000.0,YUM,YUM
2026-03-31,2059000000.0,YUM,YUM
2026-06-30,2170000000.0,YUM,YUM
