Date,Revenue,Ticker,company_name
2025-05-31,5873000000.0,ADBE,ADBE
2025-08-31,5988000000.0,ADBE,ADBE
2025-11-30,6194000000.0,ADBE,ADBE
2026-02-28,6398000000.0,ADBE,ADBE
2026-05-31,6618000000.0,ADBE,ADBE
2025-04-30,1633000000.0,ADSK,ADSK
2025-07-31,1763000000.0,ADSK,ADSK
2025-10-31,1853000000.0,ADSK,ADSK
2026-01-31,1957000000.0,ADSK,ADSK
2026-04-30,1934000000.0,ADSK,ADSK
2025-06-30,1275441000.0,CDNS,CDNS
2025-09-30,1338838000.0,CDNS,CDNS
2025-12-31,1440114000.0,CDNS,CDNS
2026-03-31,1474220000.0,CDNS,CDNS
2026-06-30,1584451000.0,CDNS,CDNS
2025-04-30,9829000000.0,CRM,CRM
2025-07-31,10236000000.0,CRM,CRM
2025-10-31,10259000000.0,CRM,CRM
2026-01-31,11201000000.0,CRM,CRM
2026-04-30,11133000000.0,CRM,CRM
2025-06-30,536415000.0,FICO,FICO
2025-09-30,515751000.0,FICO,FICO
2025-12-31,511959000.0,FICO,FICO
2026-03-31,691677000.0,FICO,FICO
2026-06-30,674188000.0,FICO,FICO
2025-04-30,7754000000.0,INTU,INTU
2025-07-31,3831000000.0,INTU,INTU
2025-10-31,3885000000.0,INTU,INTU
2026-01-31,4651000000.0,INTU,INTU
2026-04-30,8558000000.0,INTU,INTU
2025-05-31,15903000000.0,ORCL,ORCL
2025-08-31,14926000000.0,ORCL,ORCL
2025-11-30,16058000000.0,ORCL,ORCL
2026-02-28,17190000000.0,ORCL,ORCL
2026-05-31,19184000000.0,ORCL,ORCL
2025-06-30,643937000.0,PTC,PTC
2025-09-30,893795000.0,PTC,PTC
2025-12-31,685825000.0,PTC,PTC
2026-03-31,774303000.0,PTC,PTC
2026-06-30,600049000.0,PTC,PTC
2025-04-30,1604266000.0,SNPS,SNPS
2025-07-31,1739737000.0,SNPS,SNPS
2025-10-31,2254860000.0,SNPS,SNPS
2026-01-31,2408798000.0,SNPS,SNPS
2026-04-30,2275985000.0,SNPS,SNPS
2025-06-30,596117000.0,TYL,TYL
2025-09-30,595879000.0,TYL,TYL
2025-12-31,575179000.0,TYL,TYL
2026-03-31,613503000.0,TYL,TYL
2026-06-30,645096000.0,TYL,TYL
2025-04-30,2240000000.0,WDAY,WDAY
2025-07-31,2348000000.0,WDAY,WDAY
2025-10-31,2432000000.0,WDAY,WDAY
2026-01-31,2532000000.0,WDAY,WDAY
2026-04-30,2542000000.0,WDAY,WDAY
