Date,Revenue,Ticker,company_name
2025-04-30,7100000000.0,AMAT,AMAT
2025-07-31,7302000000.0,AMAT,AMAT
2025-10-31,6800000000.0,AMAT,AMAT
2026-01-31,7012000000.0,AMAT,AMAT
2026-04-30,7910000000.0,AMAT,AMAT
2025-06-30,363153000.0,ENPH,ENPH
2025-09-30,410427000.0,ENPH,ENPH
2025-12-31,343321000.0,ENPH,ENPH
2026-03-31,282900000.0,ENPH,ENPH
2026-06-30,291854000.0,ENPH,ENPH
2025-06-30,3174741000.0,KLAC,KLAC
2025-09-30,3209696000.0,KLAC,KLAC
2025-12-31,3297146000.0,KLAC,KLAC
2026-03-31,3415078000.0,KLAC,KLAC
2026-06-30,3657556000.0,KLAC,KLAC
2025-06-30,5171393000.0,LRCX,LRCX
2025-09-30,5324173000.0,LRCX,LRCX
2025-12-31,5344791000.0,LRCX,LRCX
2026-03-31,5841488000.0,LRCX,LRCX
2026-06-30,6722238000.0,LRCX,LRCX
2025-06-30,651797000.0,TER,TER
2025-09-30,769210000.0,TER,TER
2025-12-31,1083337000.0,TER,TER
2026-03-31,1282494000.0,TER,TER
2026-06-30,1328990000.0,TER,TER
