Date,Revenue,Ticker,company_name
2025-06-30,1012449000.0,ALGN,ALGN
2025-09-30,995692000.0,ALGN,ALGN
2025-12-31,1047561000.0,ALGN,ALGN
2026-03-31,1040087000.0,ALGN,ALGN
2026-06-30,1056192000.0,ALGN,ALGN
2025-04-30,1002300000.0,COO,COO
2025-07-31,1060300000.0,COO,COO
2025-10-31,1065100000.0,COO,COO
2026-01-31,1024100000.0,COO,COO
2026-04-30,1081500000.0,COO,COO
2025-06-30,766500000.0,WST,WST
2025-09-30,804600000.0,WST,WST
2025-12-31,805000000.0,WST,WST
2026-03-31,844900000.0,WST,WST
2026-06-30,872300000.0,WST,WST
