Date,Revenue,Ticker,company_name
2025-03-31,4046740000.0,CHRW,CHRW
2025-06-30,4136543000.0,CHRW,CHRW
2025-09-30,4136846000.0,CHRW,CHRW
2025-12-31,3912634000.0,CHRW,CHRW
2026-03-31,4012934000.0,CHRW,CHRW
2025-06-30,2651885000.0,EXPD,EXPD
2025-09-30,2894751000.0,EXPD,EXPD
2025-12-31,2855954000.0,EXPD,EXPD
2026-03-31,2782962000.0,EXPD,EXPD
2026-06-30,3502335000.0,EXPD,EXPD
2025-05-31,22220000000.0,FDX,FDX
2025-08-31,22244000000.0,FDX,FDX
2025-11-30,23469000000.0,FDX,FDX
2026-02-28,24000000000.0,FDX,FDX
2026-05-31,25007000000.0,FDX,FDX
2025-06-30,21221000000.0,UPS,UPS
2025-09-30,21415000000.0,UPS,UPS
2025-12-31,24479000000.0,UPS,UPS
2026-03-31,21202000000.0,UPS,UPS
2026-06-30,22834000000.0,UPS,UPS
