Date,Revenue,Ticker,company_name
2025-06-30,1022000000.0,ALLE,ALLE
2025-09-30,1070200000.0,ALLE,ALLE
2025-12-31,1033200000.0,ALLE,ALLE
2026-03-31,1033600000.0,ALLE,ALLE
2026-06-30,1151500000.0,ALLE,ALLE
2025-06-30,1011300000.0,AOS,AOS
2025-09-30,942500000.0,AOS,AOS
2025-12-31,912500000.0,AOS,AOS
2026-03-31,945600000.0,AOS,AOS
2026-06-30,1004300000.0,AOS,AOS
2025-06-30,4234064000.0,BLDR,BLDR
2025-09-30,3941190000.0,BLDR,BLDR
2025-12-31,3357888000.0,BLDR,BLDR
2026-03-31,3287077000.0,BLDR,BLDR
2026-06-30,3862548000.0,BLDR,BLDR
2025-06-30,6113000000.0,CARR,CARR
2025-09-30,5579000000.0,CARR,CARR
2025-12-31,4837000000.0,CARR,CARR
2026-03-31,5341000000.0,CARR,CARR
2026-06-30,6351000000.0,CARR,CARR
2025-06-30,6052000000.0,JCI,JCI
2025-09-30,6442000000.0,JCI,JCI
2025-12-31,5797000000.0,JCI,JCI
2026-03-31,6142000000.0,JCI,JCI
2026-06-30,6614000000.0,JCI,JCI
2025-06-30,1500900000.0,LII,LII
2025-09-30,1426800000.0,LII,LII
2025-12-31,1195000000.0,LII,LII
2026-03-31,1135100000.0,LII,LII
2026-06-30,1545300000.0,LII,LII
2025-06-30,2051000000.0,MAS,MAS
2025-09-30,1917000000.0,MAS,MAS
2025-12-31,1793000000.0,MAS,MAS
2026-03-31,1918000000.0,MAS,MAS
2026-06-30,1992000000.0,MAS,MAS
2025-06-30,5746400000.0,TT,TT
2025-09-30,5742500000.0,TT,TT
2025-12-31,5144500000.0,TT,TT
2026-03-31,4969400000.0,TT,TT
2026-06-30,6353500000.0,TT,TT
