Date,Revenue,Ticker,company_name
2025-06-30,3574000000.0,CSX,CSX
2025-09-30,3587000000.0,CSX,CSX
2025-12-31,3508000000.0,CSX,CSX
2026-03-31,3482000000.0,CSX,CSX
2026-06-30,3935000000.0,CSX,CSX
2025-06-30,3110000000.0,NSC,NSC
2025-09-30,3103000000.0,NSC,NSC
2025-12-31,2974000000.0,NSC,NSC
2026-03-31,2998000000.0,NSC,NSC
2026-06-30,3465000000.0,NSC,NSC
2025-06-30,6154000000.0,UNP,UNP
2025-09-30,6244000000.0,UNP,UNP
2025-12-31,6085000000.0,UNP,UNP
2026-03-31,6217000000.0,UNP,UNP
2026-06-30,6864000000.0,UNP,UNP
