Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2019-09-04,0.01485671837435,0.0102059684720003,0.0097325784572489,0.0137598902768828,0.0129152046912468,-4.399158955947039e-06,0.0120705023205657,0.017620344591388,0.0129676091408103,0.0104953356521109,0.0020465470926856
2019-09-05,0.0183707232249388,0.0159087295487688,-0.0042061613129587,0.0124667475787066,0.0205100002628855,0.0100076213999858,0.0176794316067233,0.0215202987083385,0.0103964131441911,-0.0125485784587596,-0.0113204168560362
2019-09-06,-0.0069584206455634,0.0036100259863673,0.0029206197858146,0.0052899888341052,-0.0001147371689793,0.0027782105951932,0.0014448077494361,-0.0021988549300883,0.0115060871489799,0.002363088948931,-0.0034585903069598
2019-09-09,0.0009263741648263,0.0043677958512694,-0.005048775716158,0.0181809169419717,0.0054319627096787,-0.0112525831798598,6.652594145199539e-05,-0.0036074896380801,0.0033174338795276,-0.0108114372971043,-0.0024289469312816
2019-09-10,-0.006512254507885,-0.0051746987600584,-0.0075927379859639,0.0129600527015687,-0.0059110645867748,0.0016050566607367,0.0090417677407229,3.0751881556820134e-05,0.0141298629120597,-0.0189852647376636,0.0004881433877383
2019-09-11,0.0092785922719612,0.0065597338989349,0.0031952188751485,-0.0004896232958061,0.0028186887151898,0.0104530386051395,0.010907769718119,0.0128580325530857,0.0103964436137006,-0.0059968338795613,0.0092303259317617
2019-09-12,0.0050800078474189,0.0038319075962635,0.0050454666422086,-0.0039154810483395,0.0096178834264614,-0.0002677571459456,-0.000250772990531,0.0023691868103325,0.0028310865079796,0.0073319890615185,0.0005728787355675
2019-09-13,0.0028402031314813,-0.0027468578273815,-0.0028704921073563,0.0070149213631244,0.0048655273553358,-0.000609242314522,0.0057214136099449,-0.0073205510981701,0.0110124772897115,-0.0162992897042715,-0.0030247785626466
2019-09-16,-0.0065275494656093,-0.0109760702140089,-0.0106174005066656,0.0341012633347063,-0.0029692228523607,-0.0026871851878231,-0.0013964920944474,-0.0018174354305957,-0.0185118783765793,0.0100826170233173,0.0002738449570388
2019-09-17,0.0026113787395016,0.0091480270467806,0.0073117291714616,-0.0139570749422266,0.0028708677481425,0.0028923435339651,0.0018614475692184,0.0039639088298252,0.0015303030945963,0.0202862245808017,0.0096542733482258
2019-09-18,-0.0003919098485683,9.420618420655372e-05,0.0020715392848852,-0.0038744152784469,0.0009862382307477,0.0007199284323674,-0.0009780507719092,0.0020123207101675,0.0036233993361113,-0.0022467983488771,0.0058256348847025
2019-09-19,-0.0010446872873332,-0.0022028139619454,0.0006710525267024,-0.0038943019322204,-0.0016606816216543,0.0047251069891135,-0.0043404032915528,0.0024246495743753,0.0006667873872629,0.004880853764653,0.0052063274869859
2019-09-20,-0.0094494777415664,-0.0086556098173458,-0.0034500269718738,0.0012860354545024,-0.0080038296039114,0.0065604394004588,-0.0075491012227717,-0.0100803287460634,-0.0051665587993468,-0.001815038330101,0.0023424986821544
2019-09-23,-0.0029751257880415,0.0020406459482826,0.0049039456934579,0.0006647053447852,0.0022730097669261,-0.0059683630671591,-0.002370318523501,0.0022272450695657,-0.0007722160919087,0.0018620917193613,0.0010816024696794
2019-09-24,-0.0184145217062877,-0.0116630471394926,0.003191320018131,-0.0153032486404228,-0.0078865341863698,-0.0084023265680369,-0.0041183617886581,-0.0128741713575773,-0.0103958638096952,0.0001967886617067,0.0089792335754268
2019-09-25,0.0170354610532873,0.0101706586043546,-0.0015120139731142,0.0010554401791269,0.0067749693639306,-0.0051379287705733,0.0084198816127948,0.0136763573272291,0.0077118963887955,-0.0055767489720232,-0.0006740746514279
2019-09-26,-0.0082905503575051,-0.003977592878348,0.0042985910233582,-0.013659025331832,-0.002163414194932,-0.0056459022891975,0.0015710033308847,-0.0005622108326502,-0.0017966427197739,0.0117164106243478,0.0045683478509162
2019-09-27,-0.0111813919740961,-0.0031128138415425,-4.290652741464879e-05,-0.000649137480315,-0.0031509044308492,-0.0049248442350411,-0.0057986855019486,-0.0129386273623596,0.0039563501247027,-0.0077719312481199,-0.0043163999276843
2019-09-30,0.0006670649547127,0.0094492486372155,0.0033459063429519,-0.0074138407011115,-0.0013265400245601,0.0093903651138268,0.0012547638673589,0.0123418276650333,0.004056527160294,0.0029148843174148,0.000537961512277
2019-10-01,-0.0086292443624068,-0.0137649996201905,-0.0059097749825866,-0.0236134801390581,-0.0171597858267736,-0.0099603807873564,-0.0217057811607917,-0.0104664470323989,-0.0183554483938455,-0.0070526502858608,-0.0031317836371806
2019-10-02,-0.0140158569746668,-0.0170097958958349,-0.0177344215880103,-0.0266917940916849,-0.0217727232700912,-0.0153645363310412,-0.0198673571452237,-0.0189389658340774,-0.0177270627499463,-0.003029959590268,-0.0151129448057994
2019-10-03,0.0118734646678651,0.0018000754980462,0.0094862353985382,0.0111972073196066,0.0050143350455133,0.0104620060560681,0.0073198727571939,0.0137995770430546,0.0025753615517919,0.0097963909480646,0.0041646195674711
2019-10-04,0.0134215606637971,0.0073760341789007,0.016476659059966,0.0057595860991878,0.0192307649043835,0.0162600724692969,0.0114928541419977,0.017141961124136,0.0024269745155284,0.0064680941933268,0.0182493954056541
2019-10-07,0.0004135520998286,-0.0029039421082533,-0.0086929853042667,-0.0095789080546214,-0.0049959575068389,-0.0043812637209784,-0.0047183888629185,-0.0039756550596536,-0.007163615364293,-0.0032866731140715,-0.0026528970668921
2019-10-08,-0.0149438987688687,-0.0102967693717658,-0.0074070827642717,-0.019604433657483,-0.0192867722134984,-0.018915386785486,-0.0142348426305007,-0.019259122804848,-0.0166983454649076,-0.0022300925764972,-0.0112660746475556
2019-10-09,0.0084829571238976,0.0084381645365683,0.0076651560709422,0.0100231376906783,0.0112779233854261,0.0068918655918794,0.0082493410813582,0.0145142099768714,0.0100723883778862,0.0023879823311153,0.0053426121953479
2019-10-10,0.0068413948688759,0.0058130145990932,0.0014949567967615,0.0108801926497993,0.0091208377395575,0.0049571310644321,0.0078504812928205,0.0062406522136613,0.0093697318500892,0.0032977132863175,-0.0084880027526447
2019-10-11,0.0107683121996264,0.0113030224273929,-0.00061003029174,0.0132557845364236,0.0125822353904196,0.0083530650723658,0.0168674682321519,0.0160555664146572,0.0224314800439226,-0.0058071293096257,-0.0028973273894374
2019-10-14,-0.0007016132628546,0.00251638751807,-0.0054917115362073,-0.0013174268937658,0.0014994483453912,-0.0006351927833673,-0.0023101781135515,-0.0018006813913249,-0.007220968534095,0.0027931900787305,-0.0076664243481044
2019-10-15,0.0173970146168347,0.0048205324622664,-0.0048678958582174,0.0036366813481325,0.0127687184666908,0.0174574933561995,0.0058930594592529,0.0118124101164943,0.0102970910805029,-0.0031922405858279,-0.0025534717606322
2019-10-16,0.003039125939459,0.002655166259226,0.0002871079331656,-0.0140047896850794,-0.0024912114498428,-0.0011505360241102,6.368930589839164e-05,-0.0097878054183882,0.0017859313765303,-0.0020281796904463,0.0031656250935281
2019-10-17,0.0082388011260678,0.0006963271385822,0.0036851503903072,0.0008220767308439,0.0015501590956161,0.0073551185950036,0.0020042065382679,-0.0027048774810309,-0.0008390270791957,0.0096806401156301,0.0019185063766586
2019-10-18,-0.0161558179448323,0.0038060931001773,0.0015457377062261,-0.0050193647494335,-0.0025937605781525,-0.0032078671901407,-0.0129311631763441,-0.0092191502917756,-0.0014737319370013,0.0132930850229358,0.0031890502809495
2019-10-21,0.0059262530299531,0.0015332712753791,0.0013800564915184,0.0182998190454233,0.0122536379938324,-0.0012191235894022,0.0011868261839835,0.0112614812597906,-0.000259340244153,0.0047091092775056,0.0045720573356584
2019-10-22,-0.0110947456998665,-0.012796760523394,-0.0007074936401691,0.012571039610855,-0.0114781945910319,0.0009630792781539,0.007953281048693,-0.0106020062595542,0.002773521331732,-0.0049722699905598,0.0042164133714195
2019-10-23,0.0114022811823622,-0.0002405574439884,0.0034246966542527,0.0087076015838255,0.0047000962685473,0.0062027341768288,0.0001434415342375,0.0001350195312996,0.00394456474032,0.0004749205026184,0.0037272712482568
2019-10-24,-0.0010497804206169,0.0101874445124728,0.0026684705940425,-0.0041297864714999,0.008271240529629,-0.006269520247983,0.0046981615861983,0.0129656673431995,0.002783600879928,-0.0031168626201574,0.000961522581013
2019-10-25,0.0061592885827672,0.008831697495959,-0.0068460514018853,0.0062526371397308,0.0051172105523077,0.0037427857745751,0.0038336937581098,0.0138180999405406,0.0088942080471492,-0.0182779795439853,-0.0186988737679593
2019-10-28,0.012439189491474,-0.0025569096339697,-0.0006423551635045,-0.0060074876737271,0.0063584256358816,0.0106285926721811,0.0023442096229033,0.0131726924805207,0.0015844034073984,-0.0117921140922954,-0.0190762469672203
2019-10-29,-0.012018883150043,-0.0028933979014858,-0.0028991009424924,0.0030246357053184,2.6907934520189933e-05,0.0113279922950639,0.0061148077205048,-0.0087781791222117,0.0055131271061118,0.006684843073338,0.0085972184114065
2019-10-30,0.0004383244545092,0.0008276671285539,0.0072621246036558,-0.0199317521873093,0.0018073918421399,0.0084836752466911,0.0024677012344953,0.0065811255588631,0.0036108457969467,0.0088021310029596,0.0133477515826453
2019-10-31,0.0032623138550726,-0.0029125753112391,-0.0006017896248762,-0.0037529257208906,-0.004631526435151,-0.0017895889715424,-0.0116901168909198,-0.0013212789349547,-0.0112717082887335,-0.0002194815365605,0.0054626042658764
2019-11-01,0.0105095774262588,0.0001406312099555,-0.002695854680658,0.0248225914451775,0.013260326755908,0.0008304757890075,0.0197729936270848,0.0113060243008981,0.0136032479088046,-0.0055976063685534,-0.0006096173192629
2019-11-04,0.0094360618615395,-0.0016662829058294,-0.0117761061488585,0.0323314726626531,0.0026596395509757,-0.0041852068241646,0.0102425391446908,0.0087345352572128,0.012218408878163,-0.0151338827714847,-0.0090247240880924
